"","by_group","Taxa","Env","value","coef","stderr","Pvalue","name","AdjPvalue","N","N.not.zero","Significance","Method"
"11","All","k__Bacteria.p__Actinomycetota.c__Actinobacteria.o__Euzebyales.f__Euzebyaceae.g__.s__.ASV_4057","season","September",3.13548122394124,0.474811142087476,1.21866475676776e-06,"seasonSeptember",0.000134646519192548,24,19,"***","maaslin2"
"12","All","k__Bacteria.p__Actinomycetota.c__Actinobacteria.o__Euzebyales.f__Euzebyaceae.g__.s__.ASV_15365","season","September",3.38527209017424,0.514612613405688,1.29054171750046e-06,"seasonSeptember",0.000134646519192548,24,13,"***","maaslin2"
"13","All","k__Bacteria.p__Pseudomonadota.c__Alphaproteobacteria.o__Sphingomonadales.f__Sphingomonadaceae.g__Paraurantiacibacter.s__.ASV_6999","season","September",2.48801412602933,0.382962007953807,1.55260248284769e-06,"seasonSeptember",0.000149527562194254,24,12,"***","maaslin2"
"14","All","k__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Cytophagales.f__Cyclobacteriaceae.g__.s__.ASV_5830","season","September",2.60682512982121,0.413922353264931,2.44587401859487e-06,"seasonSeptember",0.000218731019377199,24,11,"***","maaslin2"
"15","All","k__Bacteria.p__Pseudomonadota.c__Alphaproteobacteria.o__Sphingomonadales.f__Sphingomonadaceae.g__.s__.ASV_14489","season","September",3.3453966466422,0.545027492977152,3.53610865741698e-06,"seasonSeptember",0.000279501685356105,24,18,"***","maaslin2"
"16","All","k__Bacteria.p__Rhodothermota.c__Rhodothermia.o__Rhodothermales.f__Rhodothermaceae.g__.s__.ASV_229","season","September",2.13386993376555,0.347893703371319,3.57190652212275e-06,"seasonSeptember",0.000279501685356105,24,10,"***","maaslin2"
"17","All","k__Bacteria.p__Pseudomonadota.c__Alphaproteobacteria.o__Rhodobacterales.f__Paracoccaceae.g__Palleronia.Pseudomaribius.s__.ASV_10594","season","September",4.01052550247816,0.660477906044999,4.11989878820985e-06,"seasonSeptember",0.000303418428402278,24,11,"***","maaslin2"
"18","All","k__Bacteria.p__Pseudomonadota.c__Alphaproteobacteria.o__Caulobacterales.f__Parvularculaceae.g__Parvularcula.s__.ASV_6944","season","September",3.38212962155451,0.571958827415063,5.96828213931646e-06,"seasonSeptember",0.000415127179912456,24,11,"***","maaslin2"
"19","All","k__Bacteria.p__Rhodothermota.c__Rhodothermia.o__Rhodothermales.f__Rhodothermaceae.g__.s__.ASV_11225","season","September",3.43626830239672,0.593466296377092,7.96763485708103e-06,"seasonSeptember",0.00052502520216134,24,18,"***","maaslin2"
"20","All","k__Bacteria.p__Pseudomonadota.c__Gammaproteobacteria.o__Pseudomonadales.f__Halieaceae.g__.s__.ASV_10906","season","September",-2.74345404654286,0.484810401183953,1.08642659041717e-05,"seasonSeptember",0.000680103045601149,24,15,"***","maaslin2"
"21","All","k__Bacteria.p__Pseudomonadota.c__Alphaproteobacteria.o__Rhodobacterales.f__Paracoccaceae.g__Palleronia.Pseudomaribius.s__.ASV_6338","season","September",3.78788692901434,0.675923448066317,1.2371128082429e-05,"seasonSeptember",0.000690008344605198,24,12,"***","maaslin2"
"22","All","k__Bacteria.p__Pseudomonadota.c__Alphaproteobacteria.o__Rhodobacterales.f__Paracoccaceae.g__Silicimonas.s__.ASV_5396","season","September",-3.08945713252737,0.552699163062594,1.27968585819549e-05,"seasonSeptember",0.000690008344605198,24,12,"***","maaslin2"
"23","All","k__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Flavobacteriales.f__Cryomorphaceae.g__.s__.ASV_996","season","September",-2.4111390039934,0.431135690970595,1.27130801238219e-05,"seasonSeptember",0.000690008344605198,24,10,"***","maaslin2"
"24","All","k__Bacteria.p__Rhodothermota.c__Rhodothermia.o__Rhodothermales.f__Rhodothermaceae.g__Rubrivirga.s__.ASV_3264","season","September",2.4026848310054,0.430909800461334,1.32269970211859e-05,"seasonSeptember",0.000690008344605198,24,10,"***","maaslin2"
"25","All","k__Bacteria.p__Actinomycetota.c__Actinobacteria.o__Frankiales.f__Sporichthyaceae.g__Sporichthya.s__.ASV_3678","season","September",4.24331640723648,0.770546033539712,1.55843478500829e-05,"seasonSeptember",0.000780464140332153,24,10,"***","maaslin2"
"26","All","k__Bacteria.p__Pseudomonadota.c__Alphaproteobacteria.o__Rhodobacterales.f__Paracoccaceae.g__Palleronia.Pseudomaribius.s__.ASV_3202","season","September",2.78740846421655,0.509592244702915,1.70218731131243e-05,"seasonSeptember",0.000819668659139676,24,13,"***","maaslin2"
"27","All","k__Bacteria.p__Pseudomonadota.c__Alphaproteobacteria.o__Sphingomonadales.f__Sphingomonadaceae.g__Pacificimonas.s__.ASV_10664","season","September",2.87314650381114,0.527963369090171,1.8195492639183e-05,"seasonSeptember",0.000843731732750263,24,17,"***","maaslin2"
"28","All","k__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Flavobacteriales.f__Flavobacteriaceae.g__.s__.ASV_7083","season","September",-2.53367607854452,0.479318225156312,2.64322715984865e-05,"seasonSeptember",0.00110964353677374,24,23,"**","maaslin2"
"29","All","k__Bacteria.p__Chloroflexota.c__Anaerolineae.o__Caldilineales.f__Caldilineaceae.g__.s__.ASV_1846","season","September",-2.21088257719569,0.418447270900158,2.65889026383484e-05,"seasonSeptember",0.00110964353677374,24,17,"**","maaslin2"
"30","All","k__Bacteria.p__Pseudomonadota.c__Gammaproteobacteria.o__Pseudomonadales.f__Halieaceae.g__Haliea.s__.ASV_5047","season","September",-2.34222752588273,0.442921238906652,2.62970874988235e-05,"seasonSeptember",0.00110964353677374,24,16,"**","maaslin2"
"31","All","k__Bacteria.p__Thermodesulfobacteriota.c__Desulfobulbia.o__Desulfobulbales.f__Desulfocapsaceae.g__.s__.ASV_15773","season","September",-2.86394016267646,0.555770520602596,3.63927236380712e-05,"seasonSeptember",0.00146979645144726,24,21,"**","maaslin2"
"32","All","k__Bacteria.p__Pseudomonadota.c__Alphaproteobacteria.o__Rhodobacterales.f__Paracoccaceae.g__.s__.ASV_661","season","September",1.89184215770881,0.369488278205503,3.94016012912033e-05,"seasonSeptember",0.00154158765051833,24,10,"**","maaslin2"
"33","All","k__Bacteria.p__Pseudomonadota.c__Alphaproteobacteria.o__Rhodobacterales.f__Paracoccaceae.g__Palleronia.Pseudomaribius.s__.ASV_15810","season","September",1.71739956258352,0.338204876670986,4.36269016553176e-05,"seasonSeptember",0.00157853590632557,24,10,"**","maaslin2"
"34","All","k__Bacteria.p__Pseudomonadota.c__Alphaproteobacteria.o__.f__Neomegalonemataceae.g__Acuticoccus.s__.ASV_10139","season","September",1.42811418420024,0.281102082494106,4.33719709696847e-05,"seasonSeptember",0.00157853590632557,24,11,"**","maaslin2"
"35","All","k__Bacteria.p__Thermodesulfobacteriota.c__Desulfobacteria.o__Desulfobacterales.f__Desulfosarcinaceae.g__SEEP.SRB1.s__.ASV_13449","season","September",-1.61532765933946,0.318400579688747,4.41283999372165e-05,"seasonSeptember",0.00157853590632557,24,11,"**","maaslin2"
"36","All","k__Bacteria.p__Planctomycetota.c__Planctomycetes.o__Pirellulales.f__Pirellulaceae.g__Blastopirellula.s__.ASV_12568","season","September",-2.51855864353191,0.497706027396453,4.55284718993517e-05,"seasonSeptember",0.00158337907827745,24,10,"**","maaslin2"
"37","All","k__Bacteria.p__Pseudomonadota.c__Alphaproteobacteria.o__Rhodobacterales.f__Paracoccaceae.g__Maribius.s__.ASV_6628","season","September",2.87322360061841,0.572369298908231,5.02090927647258e-05,"seasonSeptember",0.00169896713895775,24,12,"**","maaslin2"
"38","All","k__Bacteria.p__Pseudomonadota.c__Alphaproteobacteria.o__Sphingomonadales.f__Sphingomonadaceae.g__.s__.ASV_6423","season","September",1.92335310340197,0.384863711788964,5.30051177119915e-05,"seasonSeptember",0.00174637914145824,24,11,"**","maaslin2"
"39","All","k__Bacteria.p__Pseudomonadota.c__Alphaproteobacteria.o__Sphingomonadales.f__Sphingomonadaceae.g__Sphingomicrobium.s__.ASV_14934","season","September",-3.62702045638421,0.73227750650408,5.90284858224231e-05,"seasonSeptember",0.00184759160624184,24,17,"**","maaslin2"
"40","All","k__Bacteria.p__Rhodothermota.c__Rhodothermia.o__Rhodothermales.f__Rhodothermaceae.g__Rubricoccus.s__.ASV_7519","season","September",2.44467368582037,0.493544865740244,5.89959383570284e-05,"seasonSeptember",0.00184759160624184,24,16,"**","maaslin2"
"41","All","k__Bacteria.p__Thermodesulfobacteriota.c__Desulfobulbia.o__Desulfobulbales.f__Desulfocapsaceae.g__.s__.ASV_11131","season","September",-3.0975084930923,0.62723300711329,6.11700877112584e-05,"seasonSeptember",0.0018679256052316,24,19,"**","maaslin2"
"42","All","k__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Flavobacteriales.f__Flavobacteriaceae.g__Hoppeia.s__.ASV_9379","season","September",-4.53237681001188,0.92412520513273,6.64077186443369e-05,"seasonSeptember",0.00196037305469481,24,11,"**","maaslin2"
"43","All","k__Bacteria.p__Pseudomonadota.c__Alphaproteobacteria.o__Rhodobacterales.f__Paracoccaceae.g__Wenxinia.s__.ASV_8558","season","September",2.5731789440287,0.526186097717698,6.87465784628889e-05,"seasonSeptember",0.00196037305469481,24,18,"**","maaslin2"
"44","All","k__Bacteria.p__Actinomycetota.c__Acidimicrobiia.o__Microtrichales.f__Iamiaceae.g__Iamia.s__.ASV_5513","season","September",1.90723642329323,0.390079168820006,6.88948996857602e-05,"seasonSeptember",0.00196037305469481,24,17,"**","maaslin2"
"45","All","k__Bacteria.p__Pseudomonadota.c__Alphaproteobacteria.o__Rhodobacterales.f__Paracoccaceae.g__Palleronia.Pseudomaribius.s__.ASV_9440","season","September",1.86914912031344,0.387940493391487,8.19103273503041e-05,"seasonSeptember",0.00227892732983513,24,13,"**","maaslin2"
"46","All","k__Bacteria.p__Actinomycetota.c__Actinobacteria.o__Nitriliruptorales.f__Nitriliruptoraceae.g__.s__.ASV_1823","season","September",4.22915447180396,0.889423201730746,9.55223282739799e-05,"seasonSeptember",0.00259986858693528,24,17,"**","maaslin2"
"47","All","k__Bacteria.p__Pseudomonadota.c__Alphaproteobacteria.o__Sphingomonadales.f__Sphingomonadaceae.g__Sphingomicrobium.s__.ASV_429","season","September",-3.07635290114794,0.648750761648201,9.85880760195636e-05,"seasonSeptember",0.00262621853567008,24,13,"**","maaslin2"
"48","All","k__Bacteria.p__Actinomycetota.c__Actinobacteria.o__Euzebyales.f__Euzebyaceae.g__.s__.ASV_36","season","September",2.57987802155913,0.55203830359713,0.00011651917831112,"seasonSeptember",0.00303920856761505,24,10,"**","maaslin2"
"49","All","k__Bacteria.p__Rhodothermota.c__Rhodothermia.o__Rhodothermales.f__Rhodothermaceae.g__Rubrivirga.s__.ASV_6541","season","September",1.42853130513146,0.307636750771865,0.000125299932915501,"seasonSeptember",0.00320154114306544,24,9,"**","maaslin2"
"50","All","k__Bacteria.p__Actinomycetota.c__Actinobacteria.o__Micrococcales.f__Intrasporangiaceae.g__.s__.ASV_82","season","September",3.229820174501,0.710413279992461,0.000158821690638767,"seasonSeptember",0.00397689513359472,24,23,"**","maaslin2"
"51","All","k__Bacteria.p__Pseudomonadota.c__Alphaproteobacteria.o__Rhodobacterales.f__Paracoccaceae.g__.s__.ASV_1163","season","September",2.28793442245201,0.506059641446375,0.000168948840275675,"seasonSeptember",0.00414752839264991,24,15,"**","maaslin2"
"52","All","k__Bacteria.p__Thermodesulfobacteriota.c__Desulfobacteria.o__Desulfobacterales.f__Desulfosarcinaceae.g__Sva0081_sediment_group.s__.ASV_4006","season","September",-1.114658484116,0.250407248491264,0.00020029827727975,"seasonSeptember",0.00482256621450475,24,8,"**","maaslin2"
"53","All","k__Bacteria.p__Planctomycetota.c__Planctomycetes.o__Planctomycetales.f__Rubinisphaeraceae.g__.s__.ASV_9127","season","September",-1.33261427374935,0.300352728599635,0.00020754673257554,"seasonSeptember",0.00490280206008634,24,10,"**","maaslin2"
"54","All","k__Bacteria.p__Actinomycetota.c__Actinobacteria.o__Euzebyales.f__Euzebyaceae.g__.s__.ASV_3566","season","September",3.90941746048477,0.882654255709706,0.000211472641844193,"seasonSeptember",0.00490303236275797,24,23,"**","maaslin2"
"55","All","k__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Flavobacteriales.f__Flavobacteriaceae.g__Hoppeia.s__.ASV_2715","season","September",-3.27980552785507,0.743881555415926,0.000222126756207233,"seasonSeptember",0.00505641270493556,24,12,"**","maaslin2"
"56","All","k__Bacteria.p__Rhodothermota.c__Rhodothermia.o__Rhodothermales.f__Rhodothermaceae.g__.s__.ASV_12652","season","September",2.2532608900577,0.512030392208979,0.000226734906614094,"seasonSeptember",0.00506914469787224,24,19,"**","maaslin2"
"57","All","k__Bacteria.p__Chloroflexota.c__Anaerolineae.o__Aggregatilineales.f__A4b.g__.s__.ASV_6080","season","September",-1.74881209602207,0.399746491519634,0.000241510229542028,"seasonSeptember",0.00530475100678279,24,14,"**","maaslin2"
"58","All","k__Bacteria.p__Rhodothermota.c__Rhodothermia.o__Rhodothermales.f__Rhodothermaceae.g__Rubrivirga.s__.ASV_5056","season","September",2.46014048499945,0.56474587083739,0.00025274824770799,"seasonSeptember",0.00537428407979625,24,9,"**","maaslin2"
"59","All","k__Bacteria.p__Calditrichota.c__Calditrichia.o__Calditrichales.f__Calditrichaceae.g__.s__.ASV_15461","season","September",-2.41246932547004,0.55390801003504,0.000253260990980814,"seasonSeptember",0.00537428407979625,24,10,"**","maaslin2"
"60","All","k__Bacteria.p__Pseudomonadota.c__Alphaproteobacteria.o__Rhodobacterales.f__Paracoccaceae.g__.s__.ASV_1011","season","September",2.31609096150906,0.534889210514552,0.00026942784208003,"seasonSeptember",0.00562206097140329,24,9,"**","maaslin2"
"61","All","k__Bacteria.p__Pseudomonadota.c__Alphaproteobacteria.o__Hyphomicrobiales.f__Rhizobiaceae.g__Aurantimonas.s__.ASV_12613","season","September",1.69787478138034,0.394922317307548,0.000290472298027193,"seasonSeptember",0.00596182487098436,24,16,"**","maaslin2"
"62","All","k__Bacteria.p__Chloroflexota.c__Anaerolineae.o__Anaerolineales.f__Anaerolineaceae.g__.s__.ASV_12486","season","September",-2.72206127665859,0.635778673143892,0.000303387420414611,"seasonSeptember",0.00612646855417891,24,17,"**","maaslin2"
"63","All","k__Bacteria.p__Rhodothermota.c__Rhodothermia.o__Rhodothermales.f__Rhodothermaceae.g__.s__.ASV_5842","season","September",1.84499086037726,0.434208089876499,0.000328356371829679,"seasonSeptember",0.00652543138937712,24,21,"**","maaslin2"
"64","All","k__Bacteria.p__Rhodothermota.c__Rhodothermia.o__Rhodothermales.f__Rhodothermaceae.g__.s__.ASV_15803","season","September",2.02164555345849,0.476635746852601,0.000334514151546369,"seasonSeptember",0.00654393308962583,24,9,"**","maaslin2"
"65","All","k__Bacteria.p__Pseudomonadota.c__Alphaproteobacteria.o__Sphingomonadales.f__Sphingomonadaceae.g__Sphingomicrobium.s__.ASV_13477","season","September",2.50067261469904,0.596988983692801,0.000380459671281208,"seasonSeptember",0.00732823859144727,24,9,"**","maaslin2"
"66","All","k__Bacteria.p__Pseudomonadota.c__Alphaproteobacteria.o__Sphingomonadales.f__Sphingomonadaceae.g__Parasphingopyxis.s__.ASV_619","season","September",1.74747171920462,0.421762068498121,0.000425222099395493,"seasonSeptember",0.00806633437035087,24,13,"**","maaslin2"
"67","All","k__Bacteria.p__Actinomycetota.c__Acidimicrobiia.o__Microtrichales.f__Microtrichaceae.g__IMCC26207.s__.ASV_14497","season","September",1.9508618098345,0.477339323927616,0.000487887189114353,"seasonSeptember",0.00911693672792791,24,14,"**","maaslin2"
"68","All","k__Bacteria.p__Planctomycetota.c__Planctomycetes.o__Planctomycetales.f__Rubinisphaeraceae.g__Planctomicrobium.s__.ASV_13985","season","September",-2.7613896793627,0.678678671903475,0.000510013576888208,"seasonSeptember",0.00925415939513096,24,11,"**","maaslin2"
"69","All","k__Bacteria.p__Rhodothermota.c__Rhodothermia.o__Rhodothermales.f__Rhodothermaceae.g__.s__.ASV_9391","season","September",2.25782957632932,0.554811280100969,0.000509053994311255,"seasonSeptember",0.00925415939513096,24,13,"**","maaslin2"
"70","All","k__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Cytophagales.f__Cyclobacteriaceae.g__Algoriphagus.s__.ASV_5399","season","September",-2.29172620077244,0.571186078870573,0.000585437170554327,"seasonSeptember",0.0104709619647717,24,8,"*","maaslin2"
"71","All","k__Bacteria.p__Pseudomonadota.c__Alphaproteobacteria.o__Sphingomonadales.f__Sphingomonadaceae.g__.s__.ASV_2700","season","September",-3.38440319880604,0.84849229987655,0.000619946626442423,"seasonSeptember",0.0109224451007069,24,10,"*","maaslin2"
"72","All","k__Bacteria.p__Pseudomonadota.c__Alphaproteobacteria.o__Sphingomonadales.f__Sphingomonadaceae.g__Sphingomicrobium.s__.ASV_14022","season","September",1.86947941879697,0.469733817555501,0.000633470854289002,"seasonSeptember",0.0109224451007069,24,13,"*","maaslin2"
"73","All","k__Bacteria.p__Rhodothermota.c__Rhodothermia.o__Rhodothermales.f__Rhodothermaceae.g__Rubrivirga.s__.ASV_10928","season","September",1.4271952643674,0.358800463164327,0.000636851830951762,"seasonSeptember",0.0109224451007069,24,10,"*","maaslin2"
"74","All","k__Bacteria.p__Rhodothermota.c__Rhodothermia.o__Rhodothermales.f__Rhodothermaceae.g__Rubrivirga.s__.ASV_10530","season","September",1.54776952414272,0.39282323877006,0.000697875679974002,"seasonSeptember",0.0118073020449656,24,8,"*","maaslin2"
"75","All","k__Bacteria.p__Pseudomonadota.c__Alphaproteobacteria.o__Sphingomonadales.f__Sphingomonadaceae.g__.s__.ASV_2217","season","September",1.6966447041228,0.431826474069055,0.00071702756674105,"seasonSeptember",0.0119695801807973,24,11,"*","maaslin2"
"76","All","k__Bacteria.p__Actinomycetota.c__Actinobacteria.o__Nitriliruptorales.f__Nitriliruptoraceae.g__.s__.ASV_12809","season","September",1.78319921149582,0.458723136672375,0.000793572123086867,"seasonSeptember",0.01307305655401,24,11,"*","maaslin2"
"77","All","k__Bacteria.p__Pseudomonadota.c__Alphaproteobacteria.o__Sphingomonadales.f__Sphingomonadaceae.g__Aurantiacibacter.s__.ASV_10631","season","September",-2.19430847690208,0.567010349185034,0.000827764357156397,"seasonSeptember",0.0134592334436339,24,8,"*","maaslin2"
"78","All","k__Bacteria.p__Actinomycetota.c__Actinobacteria.o__Euzebyales.f__Euzebyaceae.g__.s__.ASV_11651","season","September",3.03686591514445,0.786276298715031,0.000843245309941834,"seasonSeptember",0.0135351683082971,24,10,"*","maaslin2"
"79","All","k__Bacteria.p__Planctomycetota.c__Planctomycetes.o__Planctomycetales.f__Gimesiaceae.g__.s__.ASV_10539","season","September",-2.00358637148018,0.526008818589513,0.000959806685194645,"seasonSeptember",0.0152111135425784,24,9,"*","maaslin2"
"80","All","k__Bacteria.p__Rhodothermota.c__Rhodothermia.o__Rhodothermales.f__Rhodothermaceae.g__.s__.ASV_1677","season","September",1.95281214554428,0.515356111135801,0.00100701776249377,"seasonSeptember",0.0157598279830275,24,10,"*","maaslin2"
"81","All","k__Bacteria.p__Actinomycetota.c__Actinobacteria.o__Propionibacteriales.f__Nocardioidaceae.g__Nocardioides.s__.ASV_15946","season","September",3.05522648017004,0.809717450418705,0.00104698390902693,"seasonSeptember",0.0161830105444657,24,16,"*","maaslin2"
"82","All","k__Bacteria.p__Actinomycetota.c__Rubrobacteria.o__Rubrobacterales.f__Rubrobacteriaceae.g__Rubrobacter.s__.ASV_4417","season","September",3.16162603350242,0.842578880095176,0.00110133957811819,"seasonSeptember",0.0162220841388703,24,22,"*","maaslin2"
"83","All","k__Bacteria.p__Actinomycetota.c__Actinobacteria.o__Nitriliruptorales.f__Nitriliruptoraceae.g__.s__.ASV_11633","season","September",2.17958977320564,0.579176359518679,0.00107252968212462,"seasonSeptember",0.0162220841388703,24,19,"*","maaslin2"
"84","All","k__Bacteria.p__Planctomycetota.c__Planctomycetes.o__Planctomycetales.f__Rubinisphaeraceae.g__Planctomicrobium.s__.ASV_11443","season","September",-1.86228387395024,0.4956060345638,0.00108736688881753,"seasonSeptember",0.0162220841388703,24,8,"*","maaslin2"
"85","All","k__Bacteria.p__Pseudomonadota.c__Alphaproteobacteria.o__Hyphomicrobiales.f__Rhizobiaceae.g__.s__.ASV_4397","season","September",0.783025884467854,0.208575954463051,0.0010964618566016,"seasonSeptember",0.0162220841388703,24,7,"*","maaslin2"
"86","All","k__Bacteria.p__Pseudomonadota.c__Alphaproteobacteria.o__Sphingomonadales.f__Sphingomonadaceae.g__Altererythrobacter.s__.ASV_2841","season","September",1.43839485895727,0.385086685841611,0.00114784122463531,"seasonSeptember",0.0167104327121327,24,10,"*","maaslin2"
"87","All","k__Bacteria.p__Rhodothermota.c__Rhodothermia.o__Rhodothermales.f__Rhodothermaceae.g__.s__.ASV_12658","season","September",1.87690822721587,0.503770899129755,0.00117464300858765,"seasonSeptember",0.0167119664403607,24,12,"*","maaslin2"
"88","All","k__Bacteria.p__Rhodothermota.c__Rhodothermia.o__Rhodothermales.f__Rhodothermaceae.g__.s__.ASV_634","season","September",2.13950097029473,0.573834837626738,0.0011669646824111,"seasonSeptember",0.0167119664403607,24,11,"*","maaslin2"
"89","All","k__Bacteria.p__Actinomycetota.c__Actinobacteria.o__Euzebyales.f__Euzebyaceae.g__.s__.ASV_7017","season","September",2.07798043086334,0.562731991167988,0.0012724538289247,"seasonSeptember",0.0179001370091429,24,10,"*","maaslin2"
"90","All","k__Bacteria.p__Actinomycetota.c__Actinobacteria.o__Propionibacteriales.f__Nocardioidaceae.g__Nocardioides.s__.ASV_15626","season","September",2.10064307971965,0.571110236935659,0.00131782333104364,"seasonSeptember",0.0179338566355069,24,8,"*","maaslin2"
"91","All","k__Bacteria.p__Pseudomonadota.c__Alphaproteobacteria.o__Hyphomicrobiales.f__Hyphomicrobiaceae.g__Filomicrobium.s__.ASV_9961","season","September",-2.10659912929385,0.572304771821659,0.0013091555965803,"seasonSeptember",0.0179338566355069,24,10,"*","maaslin2"
"92","All","k__Bacteria.p__Pseudomonadota.c__Alphaproteobacteria.o__Hyphomicrobiales.f__Stappiaceae.g__Roseibium.s__.ASV_11950","season","September",-1.53098500168835,0.415213474732489,0.00128930571081172,"seasonSeptember",0.0179338566355069,24,8,"*","maaslin2"
"93","All","k__Bacteria.p__Pseudomonadota.c__Alphaproteobacteria.o__Rhodobacterales.f__Paracoccaceae.g__Hasllibacter.s__.ASV_260","season","September",2.52969788620085,0.692810558573014,0.00140603699067348,"seasonSeptember",0.0184807706239813,24,13,"*","maaslin2"
"94","All","k__Bacteria.p__Pseudomonadota.c__Alphaproteobacteria.o__Rhodobacterales.f__Paracoccaceae.g__Marivita.s__.ASV_9078","season","September",-0.952717917474492,0.260809735634566,0.00140072550590756,"seasonSeptember",0.0184807706239813,24,7,"*","maaslin2"
"95","All","k__Bacteria.p__Pseudomonadota.c__Alphaproteobacteria.o__Hyphomicrobiales.f__Rhizobiaceae.g__.s__.ASV_4948","season","September",1.79166572346191,0.491090887360403,0.00141631905418375,"seasonSeptember",0.0184807706239813,24,19,"*","maaslin2"
"96","All","k__Bacteria.p__Pseudomonadota.c__Alphaproteobacteria.o__Sphingomonadales.f__Sphingomonadaceae.g__Croceibacterium.s__.ASV_3589","season","September",-2.02612031026154,0.556041288030311,0.00143181689339152,"seasonSeptember",0.0184807706239813,24,13,"*","maaslin2"
"97","All","k__Bacteria.p__Pseudomonadota.c__Alphaproteobacteria.o__Sphingomonadales.f__Sphingomonadaceae.g__.s__.ASV_2773","season","September",-1.36686368615611,0.37494396244718,0.00142600803609272,"seasonSeptember",0.0184807706239813,24,9,"*","maaslin2"
"98","All","k__Bacteria.p__Pseudomonadota.c__Alphaproteobacteria.o__Rhodobacterales.f__Paracoccaceae.g__Limibaculum.s__.ASV_3822","season","September",1.83202495016732,0.50927748134431,0.00160186035290398,"seasonSeptember",0.0204645832840386,24,10,"*","maaslin2"
"99","All","k__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Bacteroidetes_BD2.2.g__.s__.ASV_6489","season","September",-2.04187879332111,0.568775851961045,0.00163047349502675,"seasonSeptember",0.0206197254118535,24,10,"*","maaslin2"
"100","All","k__Bacteria.p__Pseudomonadota.c__Alphaproteobacteria.o__Rhodobacterales.f__Paracoccaceae.g__Actibacterium.s__.ASV_6146","season","September",2.64482017963864,0.745352395741613,0.00180189590975729,"seasonSeptember",0.0223363730595657,24,12,"*","maaslin2"
"101","All","k__Bacteria.p__Pseudomonadota.c__Alphaproteobacteria.o__Rhodobacterales.f__Paracoccaceae.g__.s__.ASV_15370","season","September",-0.955528383814717,0.269159416740603,0.00179484497854396,"seasonSeptember",0.0223363730595657,24,7,"*","maaslin2"
