"","Method","Taxa","Factors","R2","Estimate","Std.Error","P.unadj","Significance"
"72","glmm_beta formula for season+site","k__Bacteria|p__Acidobacteriota","siteEsteroZacatecas",NA,-0.63234231085683,0.297418063170954,0.0334944394306862,"*"
"73","glmm_beta formula for season+site","k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria","Model","Ferrari's R2: 0.507897030433263",NA,NA,NA,NA
"74","glmm_beta formula for season+site","k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria","season",NA,NA,NA,0.000138264077476025,"***"
"75","glmm_beta formula for season+site","k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria","site",NA,NA,NA,0.000883436553061037,"***"
"76","glmm_beta formula for season+site","k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria","(Intercept)",NA,-0.882039121313242,0.0658812192330848,7.07593066881489e-41,"***"
"77","glmm_beta formula for season+site","k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria","seasonSeptember",NA,0.289282587657859,0.0759022231194687,0.000138264077476025,"***"
"78","glmm_beta formula for season+site","k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria","siteEsteroZacatecas",NA,-0.252288796319307,0.0758709398661475,0.000883436553061035,"***"
"79","glmm_beta formula for season+site","k__Bacteria|p__Bacteroidota|c__Bacteroidia","Model","Ferrari's R2: 0.833744351436173",NA,NA,NA,NA
"80","glmm_beta formula for season+site","k__Bacteria|p__Bacteroidota|c__Bacteroidia","season",NA,NA,NA,3.2788829992618e-24,"***"
"81","glmm_beta formula for season+site","k__Bacteria|p__Bacteroidota|c__Bacteroidia","site",NA,NA,NA,1.72017225283079e-11,"***"
"82","glmm_beta formula for season+site","k__Bacteria|p__Bacteroidota|c__Bacteroidia","(Intercept)",NA,-1.36266214331826,0.0723441354961246,3.84028048651525e-79,"***"
"83","glmm_beta formula for season+site","k__Bacteria|p__Bacteroidota|c__Bacteroidia","seasonSeptember",NA,-0.91277042651779,0.089919006336619,3.27888299926184e-24,"***"
"84","glmm_beta formula for season+site","k__Bacteria|p__Bacteroidota|c__Bacteroidia","siteEsteroZacatecas",NA,0.591024284609856,0.0878455340521639,1.7201722528308e-11,"***"
"85","glmm_beta formula for season+site","k__Bacteria|p__Actinomycetota|c__Actinobacteria","Model","Ferrari's R2: 0.828773932749542",NA,NA,NA,NA
"86","glmm_beta formula for season+site","k__Bacteria|p__Actinomycetota|c__Actinobacteria","season",NA,NA,NA,1.97861515287965e-17,"***"
"87","glmm_beta formula for season+site","k__Bacteria|p__Actinomycetota|c__Actinobacteria","site",NA,NA,NA,3.729004198303e-07,"***"
"88","glmm_beta formula for season+site","k__Bacteria|p__Actinomycetota|c__Actinobacteria","(Intercept)",NA,-2.5236581902458,0.196576725573519,1.00394879281517e-37,"***"
"89","glmm_beta formula for season+site","k__Bacteria|p__Actinomycetota|c__Actinobacteria","seasonSeptember",NA,1.72050464389777,0.202530448131929,1.97861515287965e-17,"***"
"90","glmm_beta formula for season+site","k__Bacteria|p__Actinomycetota|c__Actinobacteria","siteEsteroZacatecas",NA,-0.907829733313185,0.178625919888577,3.72900419830299e-07,"***"
"91","glmm_beta formula for season+site","k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria","Model","Ferrari's R2: 0.379772150989243",NA,NA,NA,NA
"92","glmm_beta formula for season+site","k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria","season",NA,NA,NA,0.000807599499063222,"***"
"93","glmm_beta formula for season+site","k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria","site",NA,NA,NA,0.144009018155154,"ns"
"94","glmm_beta formula for season+site","k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria","(Intercept)",NA,-2.12237279523913,0.143479695355797,1.64616939361583e-49,"***"
"95","glmm_beta formula for season+site","k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria","seasonSeptember",NA,-0.626108391512928,0.186888155472346,0.00080759949906322,"***"
"96","glmm_beta formula for season+site","k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria","siteEsteroZacatecas",NA,-0.266058727764106,0.182104356885743,0.144009018155153,"ns"
"97","glmm_beta formula for season+site","k__Bacteria|p__Rhodothermota|c__Rhodothermia","Model","Ferrari's R2: 0.645250998752617",NA,NA,NA,NA
"98","glmm_beta formula for season+site","k__Bacteria|p__Rhodothermota|c__Rhodothermia","season",NA,NA,NA,2.69512658783769e-09,"***"
"99","glmm_beta formula for season+site","k__Bacteria|p__Rhodothermota|c__Rhodothermia","site",NA,NA,NA,0.114055945909026,"ns"
"100","glmm_beta formula for season+site","k__Bacteria|p__Rhodothermota|c__Rhodothermia","(Intercept)",NA,-3.20631110723474,0.133679951994598,3.98963716987874e-127,"***"
"101","glmm_beta formula for season+site","k__Bacteria|p__Rhodothermota|c__Rhodothermia","seasonSeptember",NA,0.868384625232887,0.145967462657323,2.69512658783767e-09,"***"
"102","glmm_beta formula for season+site","k__Bacteria|p__Rhodothermota|c__Rhodothermia","siteEsteroZacatecas",NA,0.217058610270792,0.137359533444971,0.114055945909026,"ns"
"103","glmm_beta formula for season+site","k__Bacteria|p__Cyanobacteriota|c__Cyanobacteriia","Model","Ferrari's R2: 0.768960889165043",NA,NA,NA,NA
"104","glmm_beta formula for season+site","k__Bacteria|p__Cyanobacteriota|c__Cyanobacteriia","season",NA,NA,NA,0.520548194177857,"ns"
"105","glmm_beta formula for season+site","k__Bacteria|p__Cyanobacteriota|c__Cyanobacteriia","site",NA,NA,NA,2.34906277080617e-07,"***"
"106","glmm_beta formula for season+site","k__Bacteria|p__Cyanobacteriota|c__Cyanobacteriia","(Intercept)",NA,-3.72401204854335,0.349583312550135,1.69349071658017e-26,"***"
"107","glmm_beta formula for season+site","k__Bacteria|p__Cyanobacteriota|c__Cyanobacteriia","seasonSeptember",NA,-0.183198737713499,0.285133951962636,0.520548194177857,"ns"
"108","glmm_beta formula for season+site","k__Bacteria|p__Cyanobacteriota|c__Cyanobacteriia","siteEsteroZacatecas",NA,1.76141157849543,0.340741230419193,2.34906277080616e-07,"***"
"109","glmm_beta formula for season+site","k__Bacteria|p__Actinomycetota|c__Acidimicrobiia","Model","Ferrari's R2: 0.0148597727771253",NA,NA,NA,NA
"110","glmm_beta formula for season+site","k__Bacteria|p__Actinomycetota|c__Acidimicrobiia","season",NA,NA,NA,0.858480255766283,"ns"
"111","glmm_beta formula for season+site","k__Bacteria|p__Actinomycetota|c__Acidimicrobiia","site",NA,NA,NA,0.707904228687932,"ns"
"112","glmm_beta formula for season+site","k__Bacteria|p__Actinomycetota|c__Acidimicrobiia","(Intercept)",NA,-3.39935828222995,0.206829190417265,1.06396922371739e-60,"***"
"113","glmm_beta formula for season+site","k__Bacteria|p__Actinomycetota|c__Acidimicrobiia","seasonSeptember",NA,-0.037998315887846,0.213103662025407,0.858480255766283,"ns"
"114","glmm_beta formula for season+site","k__Bacteria|p__Actinomycetota|c__Acidimicrobiia","siteEsteroZacatecas",NA,0.0798815773111971,0.213203876660733,0.707904228687932,"ns"
"115","glmm_beta formula for season+site","k__Bacteria|p__Actinomycetota|c__Rubrobacteria","Model","Ferrari's R2: 0.50646464264615",NA,NA,NA,NA
"116","glmm_beta formula for season+site","k__Bacteria|p__Actinomycetota|c__Rubrobacteria","season",NA,NA,NA,0.000270443141381267,"***"
"117","glmm_beta formula for season+site","k__Bacteria|p__Actinomycetota|c__Rubrobacteria","site",NA,NA,NA,0.423900314947191,"ns"
"118","glmm_beta formula for season+site","k__Bacteria|p__Actinomycetota|c__Rubrobacteria","(Intercept)",NA,-4.84222986376885,0.386448022425312,5.11023789126291e-36,"***"
"119","glmm_beta formula for season+site","k__Bacteria|p__Actinomycetota|c__Rubrobacteria","seasonSeptember",NA,1.27070191080224,0.3488944855227,0.000270443141381267,"***"
"120","glmm_beta formula for season+site","k__Bacteria|p__Actinomycetota|c__Rubrobacteria","siteEsteroZacatecas",NA,0.252867923098047,0.316214180102604,0.423900314947191,"ns"
"121","glmm_beta formula for season+site","k__Bacteria|p__Myxococcota|c__Polyangiia","Model","Ferrari's R2: 0.5617823148916",NA,NA,NA,NA
"122","glmm_beta formula for season+site","k__Bacteria|p__Myxococcota|c__Polyangiia","season",NA,NA,NA,0.0595552044649495,"ns"
"123","glmm_beta formula for season+site","k__Bacteria|p__Myxococcota|c__Polyangiia","site",NA,NA,NA,3.68954198537352e-07,"***"
"124","glmm_beta formula for season+site","k__Bacteria|p__Myxococcota|c__Polyangiia","(Intercept)",NA,-3.30520213125778,0.187768437007011,2.35504843437716e-69,"***"
"125","glmm_beta formula for season+site","k__Bacteria|p__Myxococcota|c__Polyangiia","seasonSeptember",NA,-0.49014145094983,0.260150030505374,0.0595552044649497,"ns"
"126","glmm_beta formula for season+site","k__Bacteria|p__Myxococcota|c__Polyangiia","siteEsteroZacatecas",NA,-1.5705911922133,0.30890907345156,3.68954198537352e-07,"***"
"127","glmm_beta formula for season+site","k__Bacteria|p__Planctomycetota|c__Planctomycetes","Model","Ferrari's R2: 0.708128427909345",NA,NA,NA,NA
"128","glmm_beta formula for season+site","k__Bacteria|p__Planctomycetota|c__Planctomycetes","season",NA,NA,NA,2.45871582833293e-19,"***"
"129","glmm_beta formula for season+site","k__Bacteria|p__Planctomycetota|c__Planctomycetes","site",NA,NA,NA,0.000356569119908336,"***"
"130","glmm_beta formula for season+site","k__Bacteria|p__Planctomycetota|c__Planctomycetes","(Intercept)",NA,-3.32577639677271,0.107196548023306,2.478141357999e-211,"***"
"131","glmm_beta formula for season+site","k__Bacteria|p__Planctomycetota|c__Planctomycetes","seasonSeptember",NA,-2.1927231799533,0.243890483819216,2.4587158283329e-19,"***"
"132","glmm_beta formula for season+site","k__Bacteria|p__Planctomycetota|c__Planctomycetes","siteEsteroZacatecas",NA,-0.591528814856516,0.165680303930807,0.000356569119908336,"***"
"133","glmm_beta formula for season+site","k__Bacteria|p__Chloroflexota|c__Anaerolineae","Model","Ferrari's R2: 0.461479175118388",NA,NA,NA,NA
"134","glmm_beta formula for season+site","k__Bacteria|p__Chloroflexota|c__Anaerolineae","season",NA,NA,NA,0.000303616723101661,"***"
"135","glmm_beta formula for season+site","k__Bacteria|p__Chloroflexota|c__Anaerolineae","site",NA,NA,NA,0.554626316845724,"ns"
"136","glmm_beta formula for season+site","k__Bacteria|p__Chloroflexota|c__Anaerolineae","(Intercept)",NA,-3.93046505810047,0.206843370172019,1.6375494464343e-80,"***"
"137","glmm_beta formula for season+site","k__Bacteria|p__Chloroflexota|c__Anaerolineae","seasonSeptember",NA,-0.929051309245341,0.257198585241391,0.000303616723101661,"***"
"138","glmm_beta formula for season+site","k__Bacteria|p__Chloroflexota|c__Anaerolineae","siteEsteroZacatecas",NA,0.140390505765121,0.237610926478871,0.554626316845724,"ns"
"139","glmm_beta formula for season+site","k__Bacteria|p__Thermodesulfobacteriota|c__Desulfobulbia","Model","Ferrari's R2: 0.686254074935022",NA,NA,NA,NA
"140","glmm_beta formula for season+site","k__Bacteria|p__Thermodesulfobacteriota|c__Desulfobulbia","season",NA,NA,NA,7.63261592777714e-10,"***"
"141","glmm_beta formula for season+site","k__Bacteria|p__Thermodesulfobacteriota|c__Desulfobulbia","site",NA,NA,NA,0.00433079971110422,"**"
"142","glmm_beta formula for season+site","k__Bacteria|p__Thermodesulfobacteriota|c__Desulfobulbia","(Intercept)",NA,-3.60346060309817,0.154722428952383,5.61951606616337e-120,"***"
"143","glmm_beta formula for season+site","k__Bacteria|p__Thermodesulfobacteriota|c__Desulfobulbia","seasonSeptember",NA,-1.78830230239507,0.29066812441695,7.63261592777714e-10,"***"
"144","glmm_beta formula for season+site","k__Bacteria|p__Thermodesulfobacteriota|c__Desulfobulbia","siteEsteroZacatecas",NA,-0.662653367552159,0.232265090540922,0.00433079971110422,"**"
"145","glmm_beta formula for season+site","k__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiia","Model","Ferrari's R2: 0.175586084885442",NA,NA,NA,NA
"146","glmm_beta formula for season+site","k__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiia","season",NA,NA,NA,8.22321763776897e-10,"***"
"147","glmm_beta formula for season+site","k__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiia","site",NA,NA,NA,0.376020127864085,"ns"
"148","glmm_beta formula for season+site","k__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiia","(Intercept)",NA,-4.32339128461464,0.26700385854519,5.72050084243369e-59,"***"
"149","glmm_beta formula for season+site","k__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiia","seasonSeptember",NA,-2.52274785334919,0.410833659114444,8.22321763776897e-10,"***"
"150","glmm_beta formula for season+site","k__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiia","siteEsteroZacatecas",NA,0.274316347161607,0.309873346701088,0.376020127864085,"ns"
"151","glmm_beta formula for season+site","k__Bacteria|p__Thermodesulfobacteriota|c__Desulfobacteria","Model","Ferrari's R2: 0.17519432867284",NA,NA,NA,NA
"152","glmm_beta formula for season+site","k__Bacteria|p__Thermodesulfobacteriota|c__Desulfobacteria","season",NA,NA,NA,7.54813078385382e-13,"***"
"153","glmm_beta formula for season+site","k__Bacteria|p__Thermodesulfobacteriota|c__Desulfobacteria","site",NA,NA,NA,3.41015785019483e-09,"***"
"154","glmm_beta formula for season+site","k__Bacteria|p__Thermodesulfobacteriota|c__Desulfobacteria","(Intercept)",NA,-3.71731397009534,0.126104491994669,5.50458193381878e-191,"***"
"155","glmm_beta formula for season+site","k__Bacteria|p__Thermodesulfobacteriota|c__Desulfobacteria","seasonSeptember",NA,-2.16790301297643,0.302394572389462,7.54813078385382e-13,"***"
"156","glmm_beta formula for season+site","k__Bacteria|p__Thermodesulfobacteriota|c__Desulfobacteria","siteEsteroZacatecas",NA,-1.51191954944052,0.255801158315339,3.41015785019483e-09,"***"
"157","glmm_beta formula for season+site","k__Bacteria|p__Acidobacteriota|c__Thermoanaerobaculia","Model","Ferrari's R2: 0.370542151760552",NA,NA,NA,NA
"158","glmm_beta formula for season+site","k__Bacteria|p__Acidobacteriota|c__Thermoanaerobaculia","season",NA,NA,NA,1.52409060630089e-05,"***"
"159","glmm_beta formula for season+site","k__Bacteria|p__Acidobacteriota|c__Thermoanaerobaculia","site",NA,NA,NA,0.0144479859965913,"*"
"160","glmm_beta formula for season+site","k__Bacteria|p__Acidobacteriota|c__Thermoanaerobaculia","(Intercept)",NA,-4.22577277837851,0.200886211771028,3.09478671212711e-98,"***"
"161","glmm_beta formula for season+site","k__Bacteria|p__Acidobacteriota|c__Thermoanaerobaculia","seasonSeptember",NA,-1.39488943029931,0.322504548337014,1.52409060630089e-05,"***"
"162","glmm_beta formula for season+site","k__Bacteria|p__Acidobacteriota|c__Thermoanaerobaculia","siteEsteroZacatecas",NA,-0.705241778339984,0.288333011260714,0.0144479859965913,"*"
"163","glmm_beta formula for season+site","k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Rhodobacterales","Model","Ferrari's R2: 0.538646427205407",NA,NA,NA,NA
"164","glmm_beta formula for season+site","k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Rhodobacterales","season",NA,NA,NA,5.86604902539934e-08,"***"
"165","glmm_beta formula for season+site","k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Rhodobacterales","site",NA,NA,NA,0.0481176900721982,"*"
"166","glmm_beta formula for season+site","k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Rhodobacterales","(Intercept)",NA,-2.27405938547275,0.0954859834635946,2.30020544569321e-125,"***"
"167","glmm_beta formula for season+site","k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Rhodobacterales","seasonSeptember",NA,0.595366726896718,0.109788793268012,5.86604902539932e-08,"***"
"168","glmm_beta formula for season+site","k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Rhodobacterales","siteEsteroZacatecas",NA,-0.212199905521173,0.107370817345305,0.048117690072198,"*"
"169","glmm_beta formula for season+site","k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Sphingomonadales","Model","Ferrari's R2: 0.109044927090253",NA,NA,NA,NA
"170","glmm_beta formula for season+site","k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Sphingomonadales","season",NA,NA,NA,0.271107555549151,"ns"
"171","glmm_beta formula for season+site","k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Sphingomonadales","site",NA,NA,NA,0.134613179245233,"ns"
"172","glmm_beta formula for season+site","k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Sphingomonadales","(Intercept)",NA,-1.83684060224121,0.149569677015291,1.14806431245386e-34,"***"
"173","glmm_beta formula for season+site","k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Sphingomonadales","seasonSeptember",NA,-0.195882501045668,0.177991578547224,0.271107555549151,"ns"
"174","glmm_beta formula for season+site","k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Sphingomonadales","siteEsteroZacatecas",NA,-0.266898266824737,0.178389408840921,0.134613179245233,"ns"
"175","glmm_beta formula for season+site","k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Flavobacteriales","Model","Ferrari's R2: 0.735655682967632",NA,NA,NA,NA
"176","glmm_beta formula for season+site","k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Flavobacteriales","season",NA,NA,NA,1.41835836356582e-13,"***"
"177","glmm_beta formula for season+site","k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Flavobacteriales","site",NA,NA,NA,0.00676470158639062,"**"
"178","glmm_beta formula for season+site","k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Flavobacteriales","(Intercept)",NA,-2.15570249816413,0.142379504802163,8.74931701917322e-52,"***"
