"","Method","Taxa","Factors","R2","Estimate","Std.Error","P.unadj","Significance"
"104","glmm_beta formula for season+site","Neomegalonemataceae","season",NA,NA,NA,2.5442031624509e-05,"***"
"105","glmm_beta formula for season+site","Neomegalonemataceae","site",NA,NA,NA,1.39550390771241e-07,"***"
"107","glmm_beta formula for season+site","Neomegalonemataceae","Season: September",NA,0.709169846622764,0.168415199951205,2.5442031624509e-05,"***"
"108","glmm_beta formula for season+site","Neomegalonemataceae","Site: Estero Zacatecas",NA,0.918813080820715,0.174485593877312,1.39550390771241e-07,"***"
"110","glmm_beta formula for season+site","Intrasporangiaceae","season",NA,NA,NA,0.000536815947466745,"***"
"111","glmm_beta formula for season+site","Intrasporangiaceae","site",NA,NA,NA,0.0572068186843133,"ns"
"113","glmm_beta formula for season+site","Intrasporangiaceae","Season: September",NA,1.53906229159527,0.444599876270411,0.000536815947466745,"***"
"114","glmm_beta formula for season+site","Intrasporangiaceae","Site: Estero Zacatecas",NA,-0.76012247944316,0.399701098570116,0.0572068186843132,"ns"
"116","glmm_beta formula for season+site","Woeseiaceae","season",NA,NA,NA,1.9714006884443e-10,"***"
"117","glmm_beta formula for season+site","Woeseiaceae","site",NA,NA,NA,0.0744304686745098,"ns"
"119","glmm_beta formula for season+site","Woeseiaceae","Season: September",NA,-1.51210912540371,0.237620282776896,1.97140068844431e-10,"***"
"120","glmm_beta formula for season+site","Woeseiaceae","Site: Estero Zacatecas",NA,0.345991308846526,0.193945868256108,0.07443046867451,"ns"
"122","glmm_beta formula for season+site","Desulfocapsaceae","season",NA,NA,NA,4.47014765347619e-10,"***"
"123","glmm_beta formula for season+site","Desulfocapsaceae","site",NA,NA,NA,0.280077081033113,"ns"
"125","glmm_beta formula for season+site","Desulfocapsaceae","Season: September",NA,-1.68073014369741,0.269492067302916,4.47014765347622e-10,"***"
"126","glmm_beta formula for season+site","Desulfocapsaceae","Site: Estero Zacatecas",NA,-0.227891518318379,0.210982104208002,0.280077081033113,"ns"
"128","glmm_beta formula for season+site","Vibrionaceae","season",NA,NA,NA,0.0403317943133568,"*"
"129","glmm_beta formula for season+site","Vibrionaceae","site",NA,NA,NA,0.438022711153288,"ns"
"131","glmm_beta formula for season+site","Vibrionaceae","Season: September",NA,0.901506141046563,0.439687336272259,0.0403317943133569,"*"
"132","glmm_beta formula for season+site","Vibrionaceae","Site: Estero Zacatecas",NA,-0.336948742954678,0.434471809658766,0.438022711153288,"ns"
"134","glmm_beta formula for season+site","Marinobacteraceae","season",NA,NA,NA,0.00734591581796277,"**"
"135","glmm_beta formula for season+site","Marinobacteraceae","site",NA,NA,NA,6.77619477072845e-06,"***"
"137","glmm_beta formula for season+site","Marinobacteraceae","Season: September",NA,1.12982568389772,0.421460081650914,0.00734591581796277,"**"
"138","glmm_beta formula for season+site","Marinobacteraceae","Site: Estero Zacatecas",NA,-2.33129206856877,0.517995849347058,6.77619477072845e-06,"***"
"140","glmm_beta formula for season+site","A4b","season",NA,NA,NA,0.0950115590321734,"ns"
"141","glmm_beta formula for season+site","A4b","site",NA,NA,NA,3.46191296566586e-06,"***"
"143","glmm_beta formula for season+site","A4b","Season: September",NA,-0.340880460708793,0.204176986212629,0.0950115590321731,"ns"
"144","glmm_beta formula for season+site","A4b","Site: Estero Zacatecas",NA,1.04382639796496,0.224898628588722,3.46191296566586e-06,"***"
"146","glmm_beta formula for season+site","Desulfosarcinaceae","season",NA,NA,NA,2.21051296275737e-13,"***"
"147","glmm_beta formula for season+site","Desulfosarcinaceae","site",NA,NA,NA,1.98725172977075e-08,"***"
"149","glmm_beta formula for season+site","Desulfosarcinaceae","Season: September",NA,-2.25227846562816,0.307042124571619,2.21051296275738e-13,"***"
"150","glmm_beta formula for season+site","Desulfosarcinaceae","Site: Estero Zacatecas",NA,-1.37881689297671,0.245642350229931,1.98725172977075e-08,"***"
"152","glmm_beta formula for season+site","Thermoanaerobaculaceae","season",NA,NA,NA,1.52409060630089e-05,"***"
"153","glmm_beta formula for season+site","Thermoanaerobaculaceae","site",NA,NA,NA,0.0144479859965913,"*"
"155","glmm_beta formula for season+site","Thermoanaerobaculaceae","Season: September",NA,-1.39488943029931,0.322504548337014,1.52409060630089e-05,"***"
"156","glmm_beta formula for season+site","Thermoanaerobaculaceae","Site: Estero Zacatecas",NA,-0.705241778339984,0.288333011260714,0.0144479859965913,"*"
"158","glmm_beta formula for season+site","Prolixibacteraceae","season",NA,NA,NA,1.12334491655244e-08,"***"
"159","glmm_beta formula for season+site","Prolixibacteraceae","site",NA,NA,NA,2.95994228060446e-05,"***"
"161","glmm_beta formula for season+site","Prolixibacteraceae","Season: September",NA,-2.45743129602842,0.430300208987805,1.12334491655244e-08,"***"
"162","glmm_beta formula for season+site","Prolixibacteraceae","Site: Estero Zacatecas",NA,-1.62954917266719,0.390168518985923,2.95994228060446e-05,"***"
"164","glmm_beta formula for season+site","Chromatiaceae","season",NA,NA,NA,0.00650740245694962,"**"
"165","glmm_beta formula for season+site","Chromatiaceae","site",NA,NA,NA,7.38861484562791e-06,"***"
"167","glmm_beta formula for season+site","Chromatiaceae","Season: September",NA,-1.14573609403582,0.421063259905369,0.00650740245694963,"**"
"168","glmm_beta formula for season+site","Chromatiaceae","Site: Estero Zacatecas",NA,1.94454047002417,0.433838596861116,7.38861484562792e-06,"***"
"170","glmm_beta formula for season+site","Alteromonadaceae","season",NA,NA,NA,0.0310452367212229,"*"
"171","glmm_beta formula for season+site","Alteromonadaceae","site",NA,NA,NA,4.24182981336984e-06,"***"
"173","glmm_beta formula for season+site","Alteromonadaceae","Season: September",NA,-0.850247005540401,0.394273129009941,0.0310452367212228,"*"
"174","glmm_beta formula for season+site","Alteromonadaceae","Site: Estero Zacatecas",NA,2.04118455759684,0.443816111142761,4.24182981336983e-06,"***"
"176","glmm_beta formula for season+site","Phormidesmiaceae","season",NA,NA,NA,0.0128280004808233,"*"
"177","glmm_beta formula for season+site","Phormidesmiaceae","site",NA,NA,NA,9.28979937623804e-07,"***"
"179","glmm_beta formula for season+site","Phormidesmiaceae","Season: September",NA,-1.28407324752156,0.516001054554262,0.0128280004808233,"*"
"180","glmm_beta formula for season+site","Phormidesmiaceae","Site: Estero Zacatecas",NA,2.68092379836186,0.546445346390419,9.28979937623804e-07,"***"
"182","glmm_beta formula for season+site","Halieaceae","season",NA,NA,NA,9.69365397448265e-06,"***"
"183","glmm_beta formula for season+site","Halieaceae","site",NA,NA,NA,0.129874468535984,"ns"
"185","glmm_beta formula for season+site","Halieaceae","Season: September",NA,-1.78148004610089,0.40269479752745,9.69365397448265e-06,"***"
"186","glmm_beta formula for season+site","Halieaceae","Site: Estero Zacatecas",NA,0.510250303806566,0.336888474015882,0.129874468535984,"ns"
"188","glmm_beta formula for season+site","Sulfurovaceae","season",NA,NA,NA,0.00102727934248246,"**"
"189","glmm_beta formula for season+site","Sulfurovaceae","site",NA,NA,NA,0.00476094433426324,"**"
"191","glmm_beta formula for season+site","Sulfurovaceae","Season: September",NA,-1.73363364958138,0.528072365170735,0.00102727934248246,"**"
"192","glmm_beta formula for season+site","Sulfurovaceae","Site: Estero Zacatecas",NA,-1.4809032620726,0.524626084856601,0.00476094433426324,"**"
"194","glmm_beta formula for season+site","Kiloniellaceae","season",NA,NA,NA,0.000928804330787254,"***"
"195","glmm_beta formula for season+site","Kiloniellaceae","site",NA,NA,NA,0.00238929037595002,"**"
"197","glmm_beta formula for season+site","Kiloniellaceae","Season: September",NA,-1.41906620344017,0.428559159640055,0.000928804330787254,"***"
"198","glmm_beta formula for season+site","Kiloniellaceae","Site: Estero Zacatecas",NA,-1.2769215191961,0.42045202854237,0.00238929037595002,"**"
"200","glmm_beta formula for season+site","Rubritaleaceae","season",NA,NA,NA,2.05894419013532e-11,"***"
"201","glmm_beta formula for season+site","Rubritaleaceae","site",NA,NA,NA,0.262182421959539,"ns"
"203","glmm_beta formula for season+site","Rubritaleaceae","Season: September",NA,-2.91233324176101,0.434561086059341,2.05894419013533e-11,"***"
"204","glmm_beta formula for season+site","Rubritaleaceae","Site: Estero Zacatecas",NA,0.377892258428532,0.337028333262805,0.262182421959539,"ns"
"206","glmm_beta formula for season+site","Parvularculaceae","season",NA,NA,NA,0.000425797769410296,"***"
"207","glmm_beta formula for season+site","Parvularculaceae","site",NA,NA,NA,0.00209375559861172,"**"
"209","glmm_beta formula for season+site","Parvularculaceae","Season: September",NA,1.63297674932825,0.463445717965478,0.000425797769410296,"***"
"210","glmm_beta formula for season+site","Parvularculaceae","Site: Estero Zacatecas",NA,1.40339138111606,0.456149989202569,0.00209375559861172,"**"
"218","glmm_beta formula for season+site","Desulfobulbaceae","season",NA,NA,NA,0.00177516416699583,"**"
"219","glmm_beta formula for season+site","Desulfobulbaceae","site",NA,NA,NA,3.31446986708582e-05,"***"
"221","glmm_beta formula for season+site","Desulfobulbaceae","Season: September",NA,-1.68293528293867,0.538456947878435,0.00177516416699583,"**"
"222","glmm_beta formula for season+site","Desulfobulbaceae","Site: Estero Zacatecas",NA,-2.29001786630105,0.551717279940815,3.31446986708581e-05,"***"
"224","glmm_beta formula for season+site","Trueperaceae","season",NA,NA,NA,0.00801072274726277,"**"
"225","glmm_beta formula for season+site","Trueperaceae","site",NA,NA,NA,0.0370448301857798,"*"
"227","glmm_beta formula for season+site","Trueperaceae","Season: September",NA,0.981460335673003,0.370136463668738,0.00801072274726277,"**"
"228","glmm_beta formula for season+site","Trueperaceae","Site: Estero Zacatecas",NA,0.755100453880478,0.362111658657644,0.0370448301857799,"*"
"230","glmm_beta formula for season+site","Anaerolineaceae","season",NA,NA,NA,0.00026863217654571,"***"
"231","glmm_beta formula for season+site","Anaerolineaceae","site",NA,NA,NA,0.519420916840687,"ns"
"233","glmm_beta formula for season+site","Anaerolineaceae","Season: September",NA,-1.91754016633937,0.526245983904747,0.00026863217654571,"***"
"234","glmm_beta formula for season+site","Anaerolineaceae","Site: Estero Zacatecas",NA,-0.299324214071139,0.464617227620638,0.519420916840687,"ns"
"236","glmm_beta formula for season+site","Caldilineaceae","season",NA,NA,NA,0.00113296771456351,"**"
"237","glmm_beta formula for season+site","Caldilineaceae","site",NA,NA,NA,0.0652849505509776,"ns"
"239","glmm_beta formula for season+site","Caldilineaceae","Season: September",NA,-1.38396001581978,0.425148443683615,0.00113296771456351,"**"
"240","glmm_beta formula for season+site","Caldilineaceae","Site: Estero Zacatecas",NA,0.716768644776482,0.3888503898911,0.0652849505509778,"ns"
"242","glmm_beta formula for season+site","Hyphomonadaceae","season",NA,NA,NA,3.54348267556438e-08,"***"
"243","glmm_beta formula for season+site","Hyphomonadaceae","site",NA,NA,NA,0.222805347846314,"ns"
"245","glmm_beta formula for season+site","Hyphomonadaceae","Season: September",NA,-2.2984237852968,0.416969279970327,3.54348267556438e-08,"***"
"246","glmm_beta formula for season+site","Hyphomonadaceae","Site: Estero Zacatecas",NA,0.416498082284634,0.34164324437143,0.222805347846314,"ns"
"248","glmm_beta formula for season+site","Mycobacteriaceae","season",NA,NA,NA,0.95251347501929,"ns"
"249","glmm_beta formula for season+site","Mycobacteriaceae","site",NA,NA,NA,0.0158505770016426,"*"
"251","glmm_beta formula for season+site","Mycobacteriaceae","Season: September",NA,0.0300736096282964,0.505008399921827,0.95251347501929,"ns"
"252","glmm_beta formula for season+site","Mycobacteriaceae","Site: Estero Zacatecas",NA,-1.24379214820555,0.515596121584164,0.0158505770016426,"*"
"254","glmm_beta formula for season+site","Gimesiaceae","season",NA,NA,NA,0.000151494315395871,"***"
"255","glmm_beta formula for season+site","Gimesiaceae","site",NA,NA,NA,0.0294949855650343,"*"
"257","glmm_beta formula for season+site","Gimesiaceae","Season: September",NA,-2.09730392109473,0.553581803554142,0.000151494315395871,"***"
"258","glmm_beta formula for season+site","Gimesiaceae","Site: Estero Zacatecas",NA,-1.14312727925743,0.525139520804441,0.0294949855650343,"*"
"260","glmm_beta formula for season+site","Pseudoalteromonadaceae","season",NA,NA,NA,0.000980454049024164,"***"
"261","glmm_beta formula for season+site","Pseudoalteromonadaceae","site",NA,NA,NA,0.000220997196478608,"***"
"263","glmm_beta formula for season+site","Pseudoalteromonadaceae","Season: September",NA,-1.35144495665835,0.410016291873892,0.000980454049024165,"***"
"264","glmm_beta formula for season+site","Pseudoalteromonadaceae","Site: Estero Zacatecas",NA,1.52922211165153,0.41400597200978,0.000220997196478608,"***"
"272","glmm_beta formula for season+site","Spongiibacteraceae","season",NA,NA,NA,0.00450961850779467,"**"
"273","glmm_beta formula for season+site","Spongiibacteraceae","site",NA,NA,NA,0.0012886615410965,"**"
"275","glmm_beta formula for season+site","Spongiibacteraceae","Season: September",NA,1.15069652326065,0.405157328347439,0.00450961850779466,"**"
"276","glmm_beta formula for season+site","Spongiibacteraceae","Site: Estero Zacatecas",NA,-1.3152889613426,0.408666104249823,0.0012886615410965,"**"
"278","glmm_beta formula for season+site","Rubinisphaeraceae","season",NA,NA,NA,0.000572713046123429,"***"
"279","glmm_beta formula for season+site","Rubinisphaeraceae","site",NA,NA,NA,0.021098655232217,"*"
"281","glmm_beta formula for season+site","Rubinisphaeraceae","Season: September",NA,-1.66864141700112,0.484476087677141,0.000572713046123429,"***"
"282","glmm_beta formula for season+site","Rubinisphaeraceae","Site: Estero Zacatecas",NA,-1.08235519147798,0.469321148320497,0.021098655232217,"*"
"284","glmm_beta formula for season+site","DEV007","season",NA,NA,NA,3.90353529751706e-11,"***"
"285","glmm_beta formula for season+site","DEV007","site",NA,NA,NA,0.000338545198231071,"***"
"287","glmm_beta formula for season+site","DEV007","Season: September",NA,-2.77474827792851,0.419926898137022,3.90353529751705e-11,"***"
"288","glmm_beta formula for season+site","DEV007","Site: Estero Zacatecas",NA,1.22041780839804,0.340531048361003,0.000338545198231071,"***"
"290","glmm_beta formula for season+site","Bacteroidetes_BD2-2","season",NA,NA,NA,0.00040228402294593,"***"
"291","glmm_beta formula for season+site","Bacteroidetes_BD2-2","site",NA,NA,NA,0.000660031486204262,"***"
"293","glmm_beta formula for season+site","Bacteroidetes_BD2-2","Season: September",NA,-1.72325485640605,0.486990382681539,0.00040228402294593,"***"
"294","glmm_beta formula for season+site","Bacteroidetes_BD2-2","Site: Estero Zacatecas",NA,-1.65287249343139,0.485330342245248,0.000660031486204263,"***"
"296","glmm_beta formula for season+site","Devosiaceae","season",NA,NA,NA,0.302431599404346,"ns"
"297","glmm_beta formula for season+site","Devosiaceae","site",NA,NA,NA,0.000292590186892445,"***"
"299","glmm_beta formula for season+site","Devosiaceae","Season: September",NA,0.556840802255396,0.539975773967122,0.302431599404346,"ns"
"300","glmm_beta formula for season+site","Devosiaceae","Site: Estero Zacatecas",NA,-2.44977539769267,0.676402143947771,0.000292590186892445,"***"
"302","glmm_beta formula for season+site","Puniceicoccaceae","season",NA,NA,NA,0.00376391658051859,"**"
"303","glmm_beta formula for season+site","Puniceicoccaceae","site",NA,NA,NA,0.279053388131403,"ns"
"305","glmm_beta formula for season+site","Puniceicoccaceae","Season: September",NA,-1.50679323635885,0.520068377699997,0.00376391658051859,"**"
"306","glmm_beta formula for season+site","Puniceicoccaceae","Site: Estero Zacatecas",NA,-0.542791112647944,0.501447622065789,0.279053388131403,"ns"
"314","glmm_beta formula for season+site","Pseudohongiellaceae","season",NA,NA,NA,0.0371524029282433,"*"
"315","glmm_beta formula for season+site","Pseudohongiellaceae","site",NA,NA,NA,0.00198491482315544,"**"
"317","glmm_beta formula for season+site","Pseudohongiellaceae","Season: September",NA,-0.911235753232056,0.437235330205784,0.0371524029282433,"*"
"318","glmm_beta formula for season+site","Pseudohongiellaceae","Site: Estero Zacatecas",NA,-1.38035223706494,0.44635766534365,0.00198491482315544,"**"
"320","glmm_beta formula for season+site","Longimicrobiaceae","season",NA,NA,NA,0.336088012906412,"ns"
"321","glmm_beta formula for season+site","Longimicrobiaceae","site",NA,NA,NA,5.45229706991606e-05,"***"
"323","glmm_beta formula for season+site","Longimicrobiaceae","Season: September",NA,0.365414007664005,0.379878433644567,0.336088012906412,"ns"
"324","glmm_beta formula for season+site","Longimicrobiaceae","Site: Estero Zacatecas",NA,-1.67528853799529,0.415154107635426,5.45229706991608e-05,"***"
"326","glmm_beta formula for season+site","Cryomorphaceae","season",NA,NA,NA,0.00407354125192364,"**"
"327","glmm_beta formula for season+site","Cryomorphaceae","site",NA,NA,NA,1.14718517086372e-05,"***"
"329","glmm_beta formula for season+site","Cryomorphaceae","Season: September",NA,-1.20843109070618,0.420702859971957,0.00407354125192363,"**"
"330","glmm_beta formula for season+site","Cryomorphaceae","Site: Estero Zacatecas",NA,1.9222456161199,0.438129555868004,1.14718517086372e-05,"***"
"332","glmm_beta formula for season+site","Balneolaceae","season",NA,NA,NA,0.419093388467569,"ns"
"333","glmm_beta formula for season+site","Balneolaceae","site",NA,NA,NA,1.73083685461985e-10,"***"
"335","glmm_beta formula for season+site","Balneolaceae","Season: September",NA,-0.274990766018169,0.340337159806985,0.419093388467569,"ns"
"336","glmm_beta formula for season+site","Balneolaceae","Site: Estero Zacatecas",NA,-2.75568829167962,0.431689130169842,1.73083685461984e-10,"***"
"338","glmm_beta formula for season+site","Sporichthyaceae","season",NA,NA,NA,0.000181977895950145,"***"
"339","glmm_beta formula for season+site","Sporichthyaceae","site",NA,NA,NA,0.866308294829705,"ns"
"341","glmm_beta formula for season+site","Sporichthyaceae","Season: September",NA,1.54945565456428,0.413982537485022,0.000181977895950145,"***"
"342","glmm_beta formula for season+site","Sporichthyaceae","Site: Estero Zacatecas",NA,-0.0683451629363414,0.405971759024838,0.866308294829705,"ns"
"344","glmm_beta formula for season+site","Alcanivoracaceae","season",NA,NA,NA,0.0257329045297527,"*"
"345","glmm_beta formula for season+site","Alcanivoracaceae","site",NA,NA,NA,0.00617540138224091,"**"
"347","glmm_beta formula for season+site","Alcanivoracaceae","Season: September",NA,0.906736528416328,0.406568373007484,0.0257329045297526,"*"
"348","glmm_beta formula for season+site","Alcanivoracaceae","Site: Estero Zacatecas",NA,-1.12175848497187,0.409652127165749,0.00617540138224091,"**"
"350","glmm_beta formula for season+site","Iamiaceae","season",NA,NA,NA,2.09794554379907e-09,"***"
"351","glmm_beta formula for season+site","Iamiaceae","site",NA,NA,NA,0.261881987523814,"ns"
"353","glmm_beta formula for season+site","Iamiaceae","Season: September",NA,3.02881281629434,0.505641836041176,2.09794554379907e-09,"***"
"354","glmm_beta formula for season+site","Iamiaceae","Site: Estero Zacatecas",NA,-0.435792344611946,0.388422639651253,0.261881987523814,"ns"
"356","glmm_beta formula for season+site","Geodermatophilaceae","season",NA,NA,NA,5.93015388791407e-11,"***"
"357","glmm_beta formula for season+site","Geodermatophilaceae","site",NA,NA,NA,0.0273068929827567,"*"
"359","glmm_beta formula for season+site","Geodermatophilaceae","Season: September",NA,2.91197990243587,0.444883564922047,5.93015388791411e-11,"***"
"360","glmm_beta formula for season+site","Geodermatophilaceae","Site: Estero Zacatecas",NA,-0.733444032266625,0.332310802431216,0.0273068929827567,"*"
"368","glmm_beta formula for season+site","Cyanobiaceae","season",NA,NA,NA,0.0201428503266139,"*"
"369","glmm_beta formula for season+site","Cyanobiaceae","site",NA,NA,NA,1.24592704530381e-07,"***"
"371","glmm_beta formula for season+site","Cyanobiaceae","Season: September",NA,-1.10481667426342,0.475460665728889,0.0201428503266139,"*"
"372","glmm_beta formula for season+site","Cyanobiaceae","Site: Estero Zacatecas",NA,2.70643440936858,0.511939785771195,1.24592704530381e-07,"***"
"374","glmm_beta formula for season+site","Salinisphaeraceae","season",NA,NA,NA,1.6186480415058e-18,"***"
"375","glmm_beta formula for season+site","Salinisphaeraceae","site",NA,NA,NA,0.000307412858487198,"***"
"377","glmm_beta formula for season+site","Salinisphaeraceae","Season: September",NA,4.34482957017003,0.494792580821483,1.61864804150579e-18,"***"
"378","glmm_beta formula for season+site","Salinisphaeraceae","Site: Estero Zacatecas",NA,-1.15334608787975,0.319577460819334,0.000307412858487197,"***"
"380","glmm_beta formula for season+site","Solirubrobacteraceae","season",NA,NA,NA,0.0176627214385608,"*"
"381","glmm_beta formula for season+site","Solirubrobacteraceae","site",NA,NA,NA,0.00215807767706693,"**"
"383","glmm_beta formula for season+site","Solirubrobacteraceae","Season: September",NA,1.16757786253483,0.49210615953583,0.0176627214385608,"*"
"384","glmm_beta formula for season+site","Solirubrobacteraceae","Site: Estero Zacatecas",NA,1.51900537460758,0.495182168042488,0.00215807767706693,"**"
"392","glmm_beta formula for season+site","KI89A_clade","season",NA,NA,NA,0.20522314159907,"ns"
"393","glmm_beta formula for season+site","KI89A_clade","site",NA,NA,NA,0.000180681135263125,"***"
"395","glmm_beta formula for season+site","KI89A_clade","Season: September",NA,0.512867979646988,0.404849877465589,0.20522314159907,"ns"
"396","glmm_beta formula for season+site","KI89A_clade","Site: Estero Zacatecas",NA,-1.56387247564539,0.417634011728938,0.000180681135263125,"***"
"398","glmm_beta formula for season+site","Flammeovirgaceae","season",NA,NA,NA,0.00773025595778659,"**"
