"","by_group","Taxa","Env","Correlation","Pvalue","AdjPvalue","Significance"
"V36","All","k__Bacteria|p__Chloroflexota|c__Anaerolineae|o__Caldilineales|f__Caldilineaceae","water_COND",0.205723979316363,0.334843194425399,0.556046321051252,""
"V37","All","k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Caulobacterales|f__Hyphomonadaceae","water_COND",0.359469402024971,0.08448574583928,0.266567094630832,""
"V38","All","k__Bacteria|p__Actinomycetota|c__Actinobacteria|o__Mycobacteriales|f__Mycobacteriaceae","water_COND",-0.099989560501298,0.642028164072267,0.781355855276013,""
"V39","All","k__Bacteria|p__Planctomycetota|c__Planctomycetes|o__Planctomycetales|f__Gimesiaceae","water_COND",-0.171318177302497,0.423465147490022,0.627991264105948,""
"V40","All","k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Pseudoalteromonadaceae","water_COND",0.257311714390921,0.224808904377973,0.442696314935746,""
"V41","All","k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Spongiibacteraceae","water_COND",-0.584285015066735,0.00271677468716996,0.0371022214740375,"*"
"V42","All","k__Bacteria|p__Planctomycetota|c__Planctomycetes|o__Planctomycetales|f__Rubinisphaeraceae","water_COND",-0.376690330242438,0.0696182827368649,0.240380108317854,""
"V43","All","k__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiia|o__Verrucomicrobiales|f__DEV007","water_COND",0.30720881531261,0.14422115604727,0.35427520007863,""
"V44","All","k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidetes_BD2-2","water_COND",-0.204572439344676,0.337615001590297,0.559633562418699,""
"V45","All","k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Devosiaceae","water_COND",-0.434088958033889,0.0340542048522804,0.166628863314634,""
"V46","All","k__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiia|o__Opitutales|f__Puniceicoccaceae","water_COND",0.0753777062182517,0.726294241542825,0.836033425732418,""
"V47","All","k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudohongiellaceae","water_COND",0.0714011467899714,0.740234340670376,0.843479977227141,""
"V48","All","k__Bacteria|p__Gemmatimonadota|c__Longimicrobiia|o__Longimicrobiales|f__Longimicrobiaceae","water_COND",0.262254897786654,0.215714489327192,0.435714696985388,""
"V49","All","k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Flavobacteriales|f__Cryomorphaceae","water_COND",0.549504155028043,0.00541278306222569,0.0544252362850166,""
"V50","All","k__Bacteria|p__Balneolota|c__Balneolia|o__Balneolales|f__Balneolaceae","water_COND",-0.478610129300106,0.01798458861048,0.11670850055737,""
"V51","All","k__Bacteria|p__Actinomycetota|c__Actinobacteria|o__Frankiales|f__Sporichthyaceae","water_COND",-0.137519057111725,0.521656532264599,0.689762611303624,""
"V52","All","k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Alcanivoracaceae","water_COND",-0.0750223990677651,0.727536444538601,0.836033425732418,""
"V53","All","k__Bacteria|p__Actinomycetota|c__Acidimicrobiia|o__Microtrichales|f__Iamiaceae","water_COND",0.0535722855303676,0.803656875281196,0.88170988115383,""
"V54","All","k__Bacteria|p__Actinomycetota|c__Actinobacteria|o__Frankiales|f__Geodermatophilaceae","water_COND",-0.325599860361966,0.120515790461049,0.328190322237678,""
"V55","All","k__Bacteria|p__Cyanobacteriota|c__Cyanobacteriia|o__Synechococcales|f__Cyanobiaceae","water_COND",0.458792277183361,0.0241326401993494,0.138008536140029,""
"V56","All","k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Salinisphaerales|f__Salinisphaeraceae","water_COND",-0.242470572833495,0.253627112800391,0.473609812678281,""
"V57","All","k__Bacteria|p__Actinomycetota|c__Thermoleophilia|o__Solirubrobacterales|f__Solirubrobacteraceae","water_COND",0.109620775282319,0.610119804515457,0.761265499627601,""
"V58","All","k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__KI89A_clade","water_COND",-0.054917968135618,0.798822260803229,0.879569637346516,""
"V59","All","k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Cytophagales|f__Flammeovirgaceae","water_COND",0.233130583370265,0.27293611890757,0.491732858792331,""
"V60","All","k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Nitrincolaceae","water_COND",-0.340791202983766,0.103183546379116,0.300335102857451,""
"V61","All","k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Ectothiorhodospirales|f__Ectothiorhodospiraceae","water_COND",-0.0323722317597645,0.880635512664071,0.918793037728193,""
"V62","All","k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Rhodobacterales|f__Paracoccaceae","water_TDS",-0.138673084964319,0.518134350625242,0.687965696991979,""
"V63","All","k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Flavobacteriales|f__Flavobacteriaceae","water_TDS",-0.00266778099894008,0.990129076078697,0.990129076078697,""
"V64","All","k__Bacteria|p__Rhodothermota|c__Rhodothermia|o__Rhodothermales|f__Rhodothermaceae","water_TDS",0.233097663619959,0.273005783897819,0.491732858792331,""
"V65","All","k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Cytophagales|f__Cyclobacteriaceae","water_TDS",0.708019309708483,0.000108522283147103,0.00661985927197328,"**"
"V66","All","k__Bacteria|p__Actinomycetota|c__Actinobacteria|o__Euzebyales|f__Euzebyaceae","water_TDS",-0.140160277740971,0.513612256018026,0.68706902669078,""
"V67","All","k__Bacteria|p__Actinomycetota|c__Actinobacteria|o__Nitriliruptorales|f__Nitriliruptoraceae","water_TDS",-0.373922709991037,0.0718621412962033,0.245191107631225,""
"V68","All","k__Bacteria|p__Cyanobacteriota|c__Cyanobacteriia|o__Cyanobacteriales|f__Nostocaceae","water_TDS",0.534844837050689,0.00708534208518823,0.0648308800794723,""
"V69","All","k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Rhizobiaceae","water_TDS",-0.303011929657797,0.15006611857626,0.36081548210745,""
"V70","All","k__Bacteria|p__Actinomycetota|c__Rubrobacteria|o__Rubrobacterales|f__Rubrobacteriaceae","water_TDS",0.035261605203974,0.870066138247863,0.918235889846361,""
"V71","All","k__Bacteria|p__Actinomycetota|c__Actinobacteria|o__Propionibacteriales|f__Nocardioidaceae","water_TDS",-0.515561613890339,0.00992221078357041,0.0803435651943976,""
"V72","All","k__Bacteria|p__Myxococcota|c__Polyangiia|o__Polyangiales|f__Sandaracinaceae","water_TDS",-0.383231576265847,0.0645276277885493,0.234259625811293,""
"V73","All","k__Bacteria|p__Cyanobacteriota|c__Cyanobacteriia|o__Cyanobacteriales|f__Xenococcaceae","water_TDS",0.551813876445438,0.00518225708239946,0.0528186196340889,""
"V74","All","k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Cellvibrionaceae","water_TDS",-0.286533602278101,0.174637753655144,0.391235794981609,""
"V75","All","k__Bacteria|p__Planctomycetota|c__Planctomycetes|o__Pirellulales|f__Pirellulaceae","water_TDS",-0.185617445092007,0.385189402736475,0.594347897982925,""
"V76","All","k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__|f__Neomegalonemataceae","water_TDS",0.61077817337968,0.00152359581133005,0.0244577222345087,"*"
"V77","All","k__Bacteria|p__Actinomycetota|c__Actinobacteria|o__Micrococcales|f__Intrasporangiaceae","water_TDS",0.106396545530241,0.620728911847683,0.767573267351595,""
"V78","All","k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Steroidobacterales|f__Woeseiaceae","water_TDS",0.295353597358389,0.161160940252831,0.37867988408606,""
"V79","All","k__Bacteria|p__Thermodesulfobacteriota|c__Desulfobulbia|o__Desulfobulbales|f__Desulfocapsaceae","water_TDS",0.0437969207211978,0.838976159938803,0.901195219002093,""
"V80","All","k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Vibrionaceae","water_TDS",0.354864796044352,0.0888382475526018,0.272775156075942,""
"V81","All","k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Marinobacteraceae","water_TDS",-0.471931002554155,0.0198948699368771,0.122454466548117,""
"V82","All","k__Bacteria|p__Chloroflexota|c__Anaerolineae|o__Aggregatilineales|f__A4b","water_TDS",0.608275782804343,0.00161261850503827,0.0250092530866105,"*"
"V83","All","k__Bacteria|p__Thermodesulfobacteriota|c__Desulfobacteria|o__Desulfobacterales|f__Desulfosarcinaceae","water_TDS",-0.180408224111275,0.398899287167801,0.609336974555155,""
"V84","All","k__Bacteria|p__Acidobacteriota|c__Thermoanaerobaculia|o__Thermoanaerobaculales|f__Thermoanaerobaculaceae","water_TDS",-0.216722009335668,0.309061645017336,0.531562791712147,""
"V85","All","k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prolixibacteraceae","water_TDS",-0.308752620210845,0.14211249602078,0.35427520007863,""
"V86","All","k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Chromatiales|f__Chromatiaceae","water_TDS",-0.0737764404914286,0.731897733488985,0.838155727337198,""
"V87","All","k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Alteromonadaceae","water_TDS",-0.0560095975153906,0.794905633510543,0.876311632123068,""
"V88","All","k__Bacteria|p__Cyanobacteriota|c__Cyanobacteriia|o__Phormidesmiales|f__Phormidesmiaceae","water_TDS",0.340536839300432,0.103457666156537,0.300335102857451,""
"V89","All","k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Halieaceae","water_TDS",0.244855048742302,0.248843101464145,0.46804004437479,""
"V90","All","k__Bacteria|p__Campylobacterota|c__Campylobacteria|o__Campylobacterales|f__Sulfurovaceae","water_TDS",-0.419854630060097,0.0410968997236837,0.180786842534474,""
"V91","All","k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Kiloniellales|f__Kiloniellaceae","water_TDS",-0.0561257440377892,0.794489195632885,0.876311632123068,""
"V92","All","k__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiia|o__Verrucomicrobiales|f__Rubritaleaceae","water_TDS",0.23710483830249,0.264608832171151,0.487157105506244,""
"V93","All","k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Caulobacterales|f__Parvularculaceae","water_TDS",0.301101434782658,0.152781716238304,0.364050183224084,""
"V94","All","k__Bacteria|p__Thermodesulfobacteriota|c__Desulfobulbia|o__Desulfobulbales|f__Desulfobulbaceae","water_TDS",-0.307583599674021,0.143707206717611,0.35427520007863,""
"V95","All","k__Bacteria|p__Deinococcota|c__Deinococci|o__Deinococcales|f__Trueperaceae","water_TDS",0.138911477406294,0.517408186673272,0.687965696991979,""
"V96","All","k__Bacteria|p__Chloroflexota|c__Anaerolineae|o__Anaerolineales|f__Anaerolineaceae","water_TDS",-0.346924327870751,0.0967354050116484,0.292121767609433,""
"V97","All","k__Bacteria|p__Chloroflexota|c__Anaerolineae|o__Caldilineales|f__Caldilineaceae","water_TDS",0.258514966372164,0.222572099248768,0.4408083783823,""
"V98","All","k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Caulobacterales|f__Hyphomonadaceae","water_TDS",0.388036917606206,0.0609736124388027,0.230338043677213,""
"V99","All","k__Bacteria|p__Actinomycetota|c__Actinobacteria|o__Mycobacteriales|f__Mycobacteriaceae","water_TDS",-0.13838186909182,0.51902208373315,0.687965696991979,""
"V100","All","k__Bacteria|p__Planctomycetota|c__Planctomycetes|o__Planctomycetales|f__Gimesiaceae","water_TDS",-0.129488881959555,0.546477755459916,0.708253748223545,""
"V101","All","k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Pseudoalteromonadaceae","water_TDS",0.245843211098993,0.246877849298458,0.466721553942333,""
"V102","All","k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Spongiibacteraceae","water_TDS",-0.564943549645043,0.00402254533045511,0.0476048903192131,"*"
"V103","All","k__Bacteria|p__Planctomycetota|c__Planctomycetes|o__Planctomycetales|f__Rubinisphaeraceae","water_TDS",-0.332890327269662,0.111951563771237,0.311354653041586,""
"V104","All","k__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiia|o__Verrucomicrobiales|f__DEV007","water_TDS",0.355051988677762,0.0886580936834418,0.272775156075942,""
"V105","All","k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidetes_BD2-2","water_TDS",-0.156293934902247,0.465814281870421,0.65392948186191,""
"V106","All","k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Devosiaceae","water_TDS",-0.424251063564984,0.038809290792064,0.17492857672285,""
"V107","All","k__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiia|o__Opitutales|f__Puniceicoccaceae","water_TDS",0.125827700098083,0.557971917752731,0.717056607786164,""
"V108","All","k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudohongiellaceae","water_TDS",0.112092202307205,0.602038858910007,0.757110197408096,""
"V109","All","k__Bacteria|p__Gemmatimonadota|c__Longimicrobiia|o__Longimicrobiales|f__Longimicrobiaceae","water_TDS",0.232241205886659,0.274822199102921,0.494032047503286,""
"V110","All","k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Flavobacteriales|f__Cryomorphaceae","water_TDS",0.545171655136214,0.0058684152481253,0.0571234037450495,""
"V111","All","k__Bacteria|p__Balneolota|c__Balneolia|o__Balneolales|f__Balneolaceae","water_TDS",-0.468555671835967,0.020921023833814,0.125939057946972,""
"V112","All","k__Bacteria|p__Actinomycetota|c__Actinobacteria|o__Frankiales|f__Sporichthyaceae","water_TDS",-0.189615581619069,0.374851162023053,0.588317003861224,""
"V113","All","k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Alcanivoracaceae","water_TDS",-0.0722197219884663,0.737358115252142,0.84230046873372,""
"V114","All","k__Bacteria|p__Actinomycetota|c__Acidimicrobiia|o__Microtrichales|f__Iamiaceae","water_TDS",-0.0109194576146727,0.959612552078503,0.968076609869714,""
"V115","All","k__Bacteria|p__Actinomycetota|c__Actinobacteria|o__Frankiales|f__Geodermatophilaceae","water_TDS",-0.370891710340663,0.0743822571824759,0.249303169677529,""
"V116","All","k__Bacteria|p__Cyanobacteriota|c__Cyanobacteriia|o__Synechococcales|f__Cyanobiaceae","water_TDS",0.494773494969042,0.013973067773976,0.0984550400374345,""
"V117","All","k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Salinisphaerales|f__Salinisphaeraceae","water_TDS",-0.289810323157041,0.169542692813861,0.385419525039322,""
"V118","All","k__Bacteria|p__Actinomycetota|c__Thermoleophilia|o__Solirubrobacterales|f__Solirubrobacteraceae","water_TDS",0.0592608084384634,0.78326949212824,0.87262598580383,""
"V119","All","k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__KI89A_clade","water_TDS",-0.0393856344775229,0.855018113580076,0.909699504564848,""
"V120","All","k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Cytophagales|f__Flammeovirgaceae","water_TDS",0.278624723823988,0.187370682819252,0.406838879221994,""
"V121","All","k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Nitrincolaceae","water_TDS",-0.338213255128212,0.105986679268108,0.304005678778429,""
"V122","All","k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Ectothiorhodospirales|f__Ectothiorhodospiraceae","water_TDS",-0.0219434545440496,0.918936338879189,0.947944475844936,""
"V123","All","k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Rhodobacterales|f__Paracoccaceae","water_ORP",0.163507260210225,0.445214731880213,0.637662600359601,""
"V124","All","k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Flavobacteriales|f__Flavobacteriaceae","water_ORP",-0.0371067955670243,0.863327564618715,0.915347302000144,""
"V125","All","k__Bacteria|p__Rhodothermota|c__Rhodothermia|o__Rhodothermales|f__Rhodothermaceae","water_ORP",-0.230793634063393,0.277909677563359,0.497626917750437,""
"V126","All","k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Cytophagales|f__Cyclobacteriaceae","water_ORP",-0.664794108952022,0.000394380788343181,0.0100238450370559,"*"
"V127","All","k__Bacteria|p__Actinomycetota|c__Actinobacteria|o__Euzebyales|f__Euzebyaceae","water_ORP",0.259072566293636,0.221540580469228,0.439717204185127,""
"V128","All","k__Bacteria|p__Actinomycetota|c__Actinobacteria|o__Nitriliruptorales|f__Nitriliruptoraceae","water_ORP",0.428784798700778,0.036556752597722,0.171381827010501,""
"V129","All","k__Bacteria|p__Cyanobacteriota|c__Cyanobacteriia|o__Cyanobacteriales|f__Nostocaceae","water_ORP",-0.440575808198242,0.031180749625949,0.159533817803661,""
"V130","All","k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Rhizobiaceae","water_ORP",0.214944750624708,0.313142889205246,0.534266473806706,""
"V131","All","k__Bacteria|p__Actinomycetota|c__Rubrobacteria|o__Rubrobacterales|f__Rubrobacteriaceae","water_ORP",-0.421125314364734,0.0404250859423798,0.179558027365425,""
"V132","All","k__Bacteria|p__Actinomycetota|c__Actinobacteria|o__Propionibacteriales|f__Nocardioidaceae","water_ORP",0.604507890112169,0.001755031377902,0.0258561178003366,"*"
"V133","All","k__Bacteria|p__Myxococcota|c__Polyangiia|o__Polyangiales|f__Sandaracinaceae","water_ORP",0.337618097136518,0.106641723865206,0.304928679177073,""
"V134","All","k__Bacteria|p__Cyanobacteriota|c__Cyanobacteriia|o__Cyanobacteriales|f__Xenococcaceae","water_ORP",-0.460277361829301,0.0236200210752551,0.136903044424889,""
"V135","All","k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Cellvibrionaceae","water_ORP",0.239791228531406,0.259073284622879,0.481813120792549,""
"V136","All","k__Bacteria|p__Planctomycetota|c__Planctomycetes|o__Pirellulales|f__Pirellulaceae","water_ORP",0.130078742897342,0.544636167205426,0.70812694049933,""
"V137","All","k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__|f__Neomegalonemataceae","water_ORP",-0.618571306072728,0.00127275047590228,0.0215660497305664,"*"
"V138","All","k__Bacteria|p__Actinomycetota|c__Actinobacteria|o__Micrococcales|f__Intrasporangiaceae","water_ORP",0.207949281995026,0.32952556604286,0.550423777506057,""
"V139","All","k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Steroidobacterales|f__Woeseiaceae","water_ORP",-0.164446231385353,0.442569299628482,0.637662600359601,""
"V140","All","k__Bacteria|p__Thermodesulfobacteriota|c__Desulfobulbia|o__Desulfobulbales|f__Desulfocapsaceae","water_ORP",0.0337707840146571,0.875517005087586,0.918793037728193,""
"V141","All","k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Vibrionaceae","water_ORP",0.0502924810745898,0.815469150168457,0.887222678245111,""
"V142","All","k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Marinobacteraceae","water_ORP",0.464148127157239,0.0223250731344828,0.131789947858398,""
"V143","All","k__Bacteria|p__Chloroflexota|c__Anaerolineae|o__Aggregatilineales|f__A4b","water_ORP",-0.32491656812239,0.121342219832947,0.328485595109901,""
"V144","All","k__Bacteria|p__Thermodesulfobacteriota|c__Desulfobacteria|o__Desulfobacterales|f__Desulfosarcinaceae","water_ORP",0.257765123535329,0.223964285647541,0.442607605545356,""
"V145","All","k__Bacteria|p__Acidobacteriota|c__Thermoanaerobaculia|o__Thermoanaerobaculales|f__Thermoanaerobaculaceae","water_ORP",0.169766505026265,0.42773911299616,0.631668833378589,""
"V146","All","k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prolixibacteraceae","water_ORP",0.380218307517491,0.066835953052425,0.234535249998476,""
"V147","All","k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Chromatiales|f__Chromatiaceae","water_ORP",0.0881671955804176,0.682047517484074,0.806994052383214,""
"V148","All","k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Alteromonadaceae","water_ORP",-0.123054488253116,0.566750406196805,0.725281988349757,""
"V149","All","k__Bacteria|p__Cyanobacteriota|c__Cyanobacteriia|o__Phormidesmiales|f__Phormidesmiaceae","water_ORP",-0.188031800701853,0.378927214980305,0.59137011579415,""
"V150","All","k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Halieaceae","water_ORP",-0.100738069637579,0.639525243737038,0.781355855276013,""
"V151","All","k__Bacteria|p__Campylobacterota|c__Campylobacteria|o__Campylobacterales|f__Sulfurovaceae","water_ORP",0.388704048088764,0.0604923663473119,0.230338043677213,""
