"","by_group","Taxa","Env","value","coef","stderr","Pvalue","name","AdjPvalue","N","N.not.zero","Significance","Method"
"30","All","k__Bacteria.p__Pseudomonadota.c__Alphaproteobacteria.o__Hyphomicrobiales.f__Rhizobiaceae.g__Fulvimarina.s__.ASV_659","site","EsteroZacatecas",-2.63138457320271,0.420476168526045,2.67997794238535e-06,"siteEsteroZacatecas",0.000108236528511821,24,19,"***","maaslin2"
"31","All","k__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Cytophagales.f__Cyclobacteriaceae.g__Tunicatimonas.s__.ASV_1480","site","EsteroZacatecas",2.47211069984972,0.394996334080465,2.67714291829431e-06,"siteEsteroZacatecas",0.000108236528511821,24,11,"***","maaslin2"
"32","All","k__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Cytophagales.f__Cyclobacteriaceae.g__Fulvivirga.s__.ASV_8492","site","EsteroZacatecas",3.10430866122357,0.500664244834419,3.06139908435573e-06,"siteEsteroZacatecas",0.000119777239175418,24,11,"***","maaslin2"
"33","All","k__Bacteria.p__Pseudomonadota.c__Gammaproteobacteria.o__Pseudomonadales.f__Halieaceae.g__Pseudohaliea.s__.ASV_9004","site","EsteroZacatecas",2.46734540096068,0.399918489338601,3.28686789173702e-06,"siteEsteroZacatecas",0.000124701775771356,24,11,"***","maaslin2"
"34","All","k__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Cytophagales.f__Cyclobacteriaceae.g__Tunicatimonas.s__.ASV_7636","site","EsteroZacatecas",2.17754506789469,0.354608192981368,3.51427845316185e-06,"siteEsteroZacatecas",0.000129408135981136,24,11,"***","maaslin2"
"35","All","k__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Flavobacteriales.f__Flavobacteriaceae.g__.s__.ASV_13815","site","EsteroZacatecas",2.68635166214108,0.454644731171135,6.03229216311569e-06,"siteEsteroZacatecas",0.000209789716339468,24,18,"***","maaslin2"
"36","All","k__Bacteria.p__Myxococcota.c__Polyangiia.o__Polyangiales.f__Sandaracinaceae.g__.s__.ASV_3531","site","EsteroZacatecas",-1.97632968161475,0.333874816097175,5.88320832778026e-06,"siteEsteroZacatecas",0.000209789716339468,24,10,"***","maaslin2"
"37","All","k__Bacteria.p__Actinomycetota.c__Actinobacteria.o__Nitriliruptorales.f__Nitriliruptoraceae.g__.s__.ASV_13671","site","EsteroZacatecas",-2.42054272145658,0.412229742956334,6.57643952597113e-06,"siteEsteroZacatecas",0.000211120571449125,24,11,"***","maaslin2"
"38","All","k__Bacteria.p__Pseudomonadota.c__Alphaproteobacteria.o__Sphingomonadales.f__Sphingomonadaceae.g__Pacificimonas.s__.ASV_11209","site","EsteroZacatecas",-2.76468612323168,0.470583465822283,6.52744947659636e-06,"siteEsteroZacatecas",0.000211120571449125,24,19,"***","maaslin2"
"39","All","k__Bacteria.p__Pseudomonadota.c__Gammaproteobacteria.o__Pseudomonadales.f__Nitrincolaceae.g__Marinobacterium.s__.ASV_15550","site","EsteroZacatecas",-2.61181988636919,0.443617992889583,6.33855946537781e-06,"siteEsteroZacatecas",0.000211120571449125,24,10,"***","maaslin2"
"40","All","k__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Cytophagales.f__Mooreiaceae.g__Mooreia.s__.ASV_10577","site","EsteroZacatecas",2.92024094733357,0.511219088744905,9.57338413522831e-06,"siteEsteroZacatecas",0.000299646923432646,24,11,"***","maaslin2"
"41","All","k__Bacteria.p__Hydrogenedentes.c__Hydrogenedentia.o__Hydrogenedentiales.f__Hydrogenedensaceae.g__.s__.ASV_14174","site","EsteroZacatecas",-2.1078232329426,0.390687820459041,2.03479581231643e-05,"siteEsteroZacatecas",0.000621357160248821,24,10,"***","maaslin2"
"42","All","k__Bacteria.p__Cyanobacteriota.c__Cyanobacteriia.o__Cyanobacteriales.f__Xenococcaceae.g__Pleurocapsa_PCC.7319.s__.ASV_6690","site","EsteroZacatecas",1.55428947661815,0.298301218217216,3.16950059004172e-05,"siteEsteroZacatecas",0.000944813033031485,24,10,"***","maaslin2"
"43","All","k__Bacteria.p__Pseudomonadota.c__Gammaproteobacteria.o__Pseudomonadales.f__Marinobacteraceae.g__Marinobacter.s__.ASV_13594","site","EsteroZacatecas",-2.35450913349966,0.465553914869358,4.58485565004308e-05,"siteEsteroZacatecas",0.00117099232965367,24,20,"**","maaslin2"
"44","All","k__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Chitinophagales.f__Saprospiraceae.g__Lewinella.s__.ASV_10676","site","EsteroZacatecas",-3.81863190760926,0.750404014292237,4.25051101939222e-05,"siteEsteroZacatecas",0.00117099232965367,24,17,"**","maaslin2"
"45","All","k__Bacteria.p__Actinomycetota.c__Actinobacteria.o__Nitriliruptorales.f__Nitriliruptoraceae.g__.s__.ASV_10311","site","EsteroZacatecas",-2.64802587507072,0.524439225676341,4.67648693951147e-05,"siteEsteroZacatecas",0.00117099232965367,24,16,"**","maaslin2"
"46","All","k__Bacteria.p__Actinomycetota.c__Acidimicrobiia.o__Microtrichales.f__Ilumatobacteraceae.g__Ilumatobacter.s__.ASV_10344","site","EsteroZacatecas",-2.0609756301672,0.408031297823899,4.65649908992549e-05,"siteEsteroZacatecas",0.00117099232965367,24,17,"**","maaslin2"
"47","All","k__Bacteria.p__Thermodesulfobacteriota.c__Desulfobacteria.o__Desulfobacterales.f__Desulfosarcinaceae.g__.s__.ASV_2528","site","EsteroZacatecas",-2.39096374394619,0.471278586241704,4.41178072223941e-05,"siteEsteroZacatecas",0.00117099232965367,24,10,"**","maaslin2"
"48","All","k__Bacteria.p__Pseudomonadota.c__Alphaproteobacteria.o__Sphingomonadales.f__Sphingomonadaceae.g__Croceibacterium.s__.ASV_4092","site","EsteroZacatecas",-2.16163383523546,0.426467423335935,4.46173912861804e-05,"siteEsteroZacatecas",0.00117099232965367,24,10,"**","maaslin2"
"49","All","k__Bacteria.p__Pseudomonadota.c__Gammaproteobacteria.o__Chromatiales.f__Chromatiaceae.g__Candidatus_Thiobios.s__.ASV_1550","site","EsteroZacatecas",1.97256189738158,0.389950022051978,4.57308493973364e-05,"siteEsteroZacatecas",0.00117099232965367,24,10,"**","maaslin2"
"50","All","k__Bacteria.p__Pseudomonadota.c__Gammaproteobacteria.o__Pseudomonadales.f__211ds20.g__.s__.ASV_7484","site","EsteroZacatecas",-2.79115616991111,0.550567339061193,4.45200429386814e-05,"siteEsteroZacatecas",0.00117099232965367,24,11,"**","maaslin2"
"51","All","k__Bacteria.p__Rhodothermota.c__Rhodothermia.o__Rhodothermales.f__Rhodothermaceae.g__.s__.ASV_10821","site","EsteroZacatecas",2.2118169495246,0.439238617051816,4.83383102835474e-05,"siteEsteroZacatecas",0.00118665812696081,24,10,"**","maaslin2"
"52","All","k__Bacteria.p__Pseudomonadota.c__Gammaproteobacteria.o__Pseudomonadales.f__Cellvibrionaceae.g__.s__.ASV_7471","site","EsteroZacatecas",-2.83838148089149,0.568035920024691,5.3089505815982e-05,"siteEsteroZacatecas",0.00127823194772326,24,11,"**","maaslin2"
"53","All","k__Bacteria.p__Actinomycetota.c__Rubrobacteria.o__Rubrobacterales.f__Rubrobacteriaceae.g__Rubrobacter.s__.ASV_16064","site","EsteroZacatecas",3.01525961761333,0.606212053906532,5.61174557906346e-05,"siteEsteroZacatecas",0.00131766831816125,24,11,"**","maaslin2"
"54","All","k__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Prolixibacteraceae.g__Draconibacterium.s__.ASV_11583","site","EsteroZacatecas",-3.45682071676314,0.695717760220775,5.68323396012041e-05,"siteEsteroZacatecas",0.00131766831816125,24,10,"**","maaslin2"
"55","All","k__Bacteria.p__Pseudomonadota.c__Gammaproteobacteria.o__Steroidobacterales.f__Woeseiaceae.g__Woeseia.s__.ASV_6320","site","EsteroZacatecas",1.98017135897681,0.400805457473095,6.08578534292864e-05,"siteEsteroZacatecas",0.00138534604533576,24,10,"**","maaslin2"
"56","All","k__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Cytophagales.f__Cyclobacteriaceae.g__Fulvivirga.s__.ASV_2236","site","EsteroZacatecas",2.81087811128796,0.571350519651466,6.40024785607675e-05,"siteEsteroZacatecas",0.00141414859746591,24,14,"**","maaslin2"
"57","All","k__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Flavobacteriales.f__Flavobacteriaceae.g__Robiginitalea.s__.ASV_15498","site","EsteroZacatecas",2.53163943613751,0.515598023104277,6.55116762404338e-05,"siteEsteroZacatecas",0.00141414859746591,24,12,"**","maaslin2"
"58","All","k__Bacteria.p__Pseudomonadota.c__Alphaproteobacteria.o__Hyphomicrobiales.f__Rhizobiaceae.g__Pseudahrensia.s__.ASV_13404","site","EsteroZacatecas",1.11366617521745,0.226532888975878,6.45598802528578e-05,"siteEsteroZacatecas",0.00141414859746591,24,9,"**","maaslin2"
"59","All","k__Bacteria.p__Pseudomonadota.c__Alphaproteobacteria.o__Rhodobacterales.f__Paracoccaceae.g__.s__.ASV_14979","site","EsteroZacatecas",1.84871594456119,0.37791767886851,6.84795277124444e-05,"siteEsteroZacatecas",0.00142893947826634,24,10,"**","maaslin2"
"60","All","k__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Chitinophagales.f__Saprospiraceae.g__.s__.ASV_4173","site","EsteroZacatecas",2.64068746602291,0.539186914119762,6.75405056680873e-05,"siteEsteroZacatecas",0.00142893947826634,24,10,"**","maaslin2"
"61","All","k__Bacteria.p__Actinomycetota.c__Actinobacteria.o__Propionibacteriales.f__Nocardioidaceae.g__Nocardioides.s__.ASV_15504","site","EsteroZacatecas",-1.96227398450943,0.401896772105637,7.00460278376327e-05,"siteEsteroZacatecas",0.00143766601397895,24,9,"**","maaslin2"
"62","All","k__Bacteria.p__Pseudomonadota.c__Alphaproteobacteria.o__Sphingomonadales.f__Sphingomonadaceae.g__Croceibacterium.s__.ASV_4564","site","EsteroZacatecas",-3.0941343629052,0.637117413389465,7.4625317291552e-05,"siteEsteroZacatecas",0.00150694995562941,24,17,"**","maaslin2"
"63","All","k__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Chitinophagales.f__Saprospiraceae.g__.s__.ASV_8127","site","EsteroZacatecas",2.33279385672349,0.486058684106735,8.57264914487801e-05,"siteEsteroZacatecas",0.00170364392529957,24,10,"**","maaslin2"
"64","All","k__Bacteria.p__Pseudomonadota.c__Alphaproteobacteria.o__Rhodobacterales.f__Paracoccaceae.g__.s__.ASV_67","site","EsteroZacatecas",-1.47473047644853,0.309078628167073,9.17766627245062e-05,"siteEsteroZacatecas",0.00178613535324933,24,9,"**","maaslin2"
"65","All","k__Bacteria.p__Rhodothermota.c__Rhodothermia.o__Rhodothermales.f__Rhodothermaceae.g__Rubrivirga.s__.ASV_8252","site","EsteroZacatecas",1.56486733430144,0.328262144878055,9.27306692980883e-05,"siteEsteroZacatecas",0.00178613535324933,24,9,"**","maaslin2"
"66","All","k__Bacteria.p__Rhodothermota.c__Rhodothermia.o__Rhodothermales.f__Rhodothermaceae.g__.s__.ASV_14560","site","EsteroZacatecas",1.39499935069666,0.293915957519689,9.75641316335151e-05,"siteEsteroZacatecas",0.00185076201219941,24,9,"**","maaslin2"
"67","All","k__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Cytophagales.f__Cyclobacteriaceae.g__Fulvivirga.s__.ASV_488","site","EsteroZacatecas",1.98761162572241,0.420415773346942,0.000102065474750637,"siteEsteroZacatecas",0.0019072533490716,24,9,"**","maaslin2"
"68","All","k__Bacteria.p__Cyanobacteriota.c__Cyanobacteriia.o__Cyanobacteriales.f__Xenococcaceae.g__Pleurocapsa_PCC.7319.s__.ASV_696","site","EsteroZacatecas",2.38281856931946,0.508027106944135,0.000111798714895364,"siteEsteroZacatecas",0.00201613956581428,24,10,"**","maaslin2"
"69","All","k__Bacteria.p__Actinomycetota.c__Acidimicrobiia.o__Microtrichales.f__Ilumatobacteraceae.g__Ilumatobacter.s__.ASV_9994","site","EsteroZacatecas",-1.44257704214744,0.30704621346048,0.000109666387583564,"siteEsteroZacatecas",0.00201613956581428,24,9,"**","maaslin2"
"70","All","k__Bacteria.p__Bdellovibrionota.c__Oligoflexia.o__Oligoflexales.f__Oligoflexaceae.g__.s__.ASV_2184","site","EsteroZacatecas",-1.48864507005137,0.317614407195166,0.000112723458152555,"siteEsteroZacatecas",0.00201613956581428,24,9,"**","maaslin2"
"71","All","k__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Cytophagales.f__Cyclobacteriaceae.g__Fulvivirga.s__.ASV_7283","site","EsteroZacatecas",2.1100919787288,0.452419925276914,0.000119206892345762,"siteEsteroZacatecas",0.00210207083404077,24,9,"**","maaslin2"
"72","All","k__Bacteria.p__Pseudomonadota.c__Alphaproteobacteria.o__Sphingomonadales.f__Sphingomonadaceae.g__Sphingomicrobium.s__.ASV_5269","site","EsteroZacatecas",4.28034808626516,0.92530509872647,0.000130822838842277,"siteEsteroZacatecas",0.00227486380875738,24,15,"**","maaslin2"
"73","All","k__Bacteria.p__Pseudomonadota.c__Alphaproteobacteria.o__Sphingomonadales.f__Sphingomonadaceae.g__Qipengyuania.s__.ASV_13211","site","EsteroZacatecas",1.57906507778572,0.341904479401067,0.000133217908006702,"siteEsteroZacatecas",0.00228477836745742,24,9,"**","maaslin2"
"74","All","k__Bacteria.p__Pseudomonadota.c__Gammaproteobacteria.o__Pseudomonadales.f__Pseudohongiellaceae.g__Pseudohongiella.s__.ASV_15449","site","EsteroZacatecas",-1.9075543915333,0.415216491432714,0.000141360454334804,"siteEsteroZacatecas",0.00239166606523208,24,9,"**","maaslin2"
"75","All","k__Bacteria.p__Pseudomonadota.c__Alphaproteobacteria.o__Hyphomicrobiales.f__Lutibaculaceae.g__Lutibaculum.s__.ASV_15630","site","EsteroZacatecas",-2.87382259561328,0.627455920102348,0.000146273299922244,"siteEsteroZacatecas",0.00240966015135065,24,12,"**","maaslin2"
"76","All","k__Bacteria.p__Pseudomonadota.c__Gammaproteobacteria.o__Chromatiales.f__Sedimenticolaceae.g__Sedimenticola.s__.ASV_271","site","EsteroZacatecas",-2.43906820553052,0.532507185967753,0.000146191490455693,"siteEsteroZacatecas",0.00240966015135065,24,9,"**","maaslin2"
"77","All","k__Bacteria.p__Actinomycetota.c__Rubrobacteria.o__Rubrobacterales.f__Rubrobacteriaceae.g__Rubrobacter.s__.ASV_15130","site","EsteroZacatecas",3.71734043740385,0.821735041164392,0.000167841403614042,"siteEsteroZacatecas",0.00269956688497431,24,10,"**","maaslin2"
"78","All","k__Bacteria.p__Actinomycetota.c__Actinobacteria.o__Micrococcales.f__Intrasporangiaceae.g__.s__.ASV_3711","site","EsteroZacatecas",-2.15025234664693,0.475410816052803,0.000168183879415333,"siteEsteroZacatecas",0.00269956688497431,24,9,"**","maaslin2"
"79","All","k__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Cytophagales.f__Cyclobacteriaceae.g__Tunicatimonas.s__.ASV_10332","site","EsteroZacatecas",-2.19729419647636,0.487442765656747,0.000174515904516302,"siteEsteroZacatecas",0.00273117390568013,24,13,"**","maaslin2"
"80","All","k__Bacteria.p__Cyanobacteriota.c__Cyanobacteriia.o__Synechococcales.f__Cyanobiaceae.g__Synechococcus_MBIC10613.s__.ASV_3584","site","EsteroZacatecas",2.27863013560328,0.505216091993373,0.000173492094978896,"siteEsteroZacatecas",0.00273117390568013,24,9,"**","maaslin2"
"81","All","k__Bacteria.p__Pseudomonadota.c__Alphaproteobacteria.o__Rhodobacterales.f__Paracoccaceae.g__.s__.ASV_12846","site","EsteroZacatecas",-2.16469970336661,0.481797455704175,0.000180953294283655,"siteEsteroZacatecas",0.00278061002247979,24,9,"**","maaslin2"
"82","All","k__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Prolixibacteraceae.g__.s__.ASV_5097","site","EsteroZacatecas",-1.79274681565559,0.399245029487846,0.00018211663086529,"siteEsteroZacatecas",0.00278061002247979,24,10,"**","maaslin2"
"83","All","k__Bacteria.p__Thermodesulfobacteriota.c__Desulfobulbia.o__Desulfobulbales.f__Desulfobulbaceae.g__.s__.ASV_9756","site","EsteroZacatecas",-2.46403717585039,0.550783256660518,0.000189673092760306,"siteEsteroZacatecas",0.00286109291730003,24,10,"**","maaslin2"
"84","All","k__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Cytophagales.f__Cyclobacteriaceae.g__.s__.ASV_9068","site","EsteroZacatecas",3.09510780877404,0.694793647575937,0.000198674325125119,"siteEsteroZacatecas",0.00296119351257916,24,19,"**","maaslin2"
"85","All","k__Bacteria.p__Actinomycetota.c__Actinobacteria.o__Nitriliruptorales.f__Nitriliruptoraceae.g__.s__.ASV_9614","site","EsteroZacatecas",2.44483585873377,0.553107785401785,0.000216163967943082,"siteEsteroZacatecas",0.00318396809252633,24,17,"**","maaslin2"
"86","All","k__Bacteria.p__Pseudomonadota.c__Alphaproteobacteria.o__Sphingomonadales.f__Sphingomonadaceae.g__Qipengyuania.s__.ASV_3585","site","EsteroZacatecas",2.71848964826697,0.616539089277329,0.000222001361584234,"siteEsteroZacatecas",0.00321887478832149,24,10,"**","maaslin2"
"87","All","k__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Cytophagales.f__Cyclobacteriaceae.g__Tunicatimonas.s__.ASV_745","site","EsteroZacatecas",2.31163786268027,0.524633175155699,0.000223675803980806,"siteEsteroZacatecas",0.00321887478832149,24,9,"**","maaslin2"
"88","All","k__Bacteria.p__Cyanobacteriota.c__Cyanobacteriia.o__Synechococcales.f__Cyanobiaceae.g__.s__.ASV_13824","site","EsteroZacatecas",1.40800812352608,0.320008633390654,0.000227140953313247,"siteEsteroZacatecas",0.00323159629032028,24,9,"**","maaslin2"
"89","All","k__Bacteria.p__Actinomycetota.c__Actinobacteria.o__Propionibacteriales.f__Nocardioidaceae.g__Nocardioides.s__.ASV_5509","site","EsteroZacatecas",-3.21832791102258,0.732828427208707,0.000231768477836568,"siteEsteroZacatecas",0.00326038353091442,24,10,"**","maaslin2"
"90","All","k__Bacteria.p__Thermodesulfobacteriota.c__Desulfobacteria.o__Desulfobacterales.f__Desulfosarcinaceae.g__Sva0081_sediment_group.s__.ASV_12562","site","EsteroZacatecas",-2.06222173343667,0.470727892476473,0.000237926469893107,"siteEsteroZacatecas",0.00330982155895744,24,10,"**","maaslin2"
"91","All","k__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Prolixibacteraceae.g__.s__.ASV_6058","site","EsteroZacatecas",-2.01565363649792,0.461349843050797,0.000244938218905672,"siteEsteroZacatecas",0.00336991923153738,24,14,"**","maaslin2"
