"","by_group","Taxa","Env","Correlation","Pvalue","AdjPvalue","Significance"
"V63","All","se.chao1","water_temperature",-0.289885517826224,0.577351787034874,0.784326955971904,""
"V64","All","ACE","water_temperature",0.231908414260979,0.658373571260927,0.817291329841151,""
"V65","All","se.ACE","water_temperature",0.347862621391469,0.499253218114633,0.691273686620261,""
"V66","All","Shannon","water_temperature",0.231908414260979,0.658373571260927,0.817291329841151,""
"V67","All","Simpson","water_temperature",0.347862621391469,0.499253218114633,0.691273686620261,""
"V68","All","InvSimpson","water_temperature",0.347862621391469,0.499253218114633,0.691273686620261,""
"V69","All","Fisher","water_temperature",0.231908414260979,0.658373571260927,0.817291329841151,""
"V70","All","Pielou","water_temperature",0,1,1,""
"V71","All","Coverage","water_temperature",0.0579771035652448,0.913131785162327,0.959420289855072,""
"V72","All","PD","water_temperature",0.11595420713049,0.826848213385815,0.959420289855072,""
