"","by_group","Taxa","Env","Correlation","Pvalue","AdjPvalue","Significance"
"V28","All","ACE","water_ORP",-0.885714285714286,0.0333333333333333,0.321739130434783,""
"V29","All","se.ACE","water_ORP",-0.771428571428571,0.102777777777778,0.321739130434783,""
"V30","All","Shannon","water_ORP",-0.428571428571429,0.419444444444444,0.616326530612244,""
"V31","All","Simpson","water_ORP",0.257142857142857,0.658333333333333,0.740625,""
"V32","All","InvSimpson","water_ORP",0.257142857142857,0.658333333333333,0.740625,""
"V33","All","Fisher","water_ORP",-0.771428571428571,0.102777777777778,0.321739130434783,""
"V34","All","Pielou","water_ORP",-0.142857142857143,0.802777777777778,0.862686567164179,""
"V35","All","Coverage","water_ORP",0.828571428571429,0.0583333333333333,0.321739130434783,""
"V36","All","PD","water_ORP",-0.657142857142857,0.175,0.35,""
"V37","All","Observed","water_pH",-0.942857142857143,0.0166666666666667,0.321739130434783,""
"V38","All","Chao1","water_pH",-0.828571428571429,0.0583333333333333,0.321739130434783,""
"V39","All","se.chao1","water_pH",-0.371428571428571,0.497222222222222,0.617241379310345,""
"V40","All","ACE","water_pH",-0.828571428571429,0.0583333333333333,0.321739130434783,""
"V41","All","se.ACE","water_pH",-0.942857142857143,0.0166666666666667,0.321739130434783,""
"V42","All","Shannon","water_pH",-0.714285714285714,0.136111111111111,0.35,""
"V43","All","Simpson","water_pH",-0.0857142857142857,0.919444444444444,0.932394366197183,""
"V44","All","InvSimpson","water_pH",-0.0857142857142857,0.919444444444444,0.932394366197183,""
"V45","All","Fisher","water_pH",-0.942857142857143,0.0166666666666667,0.321739130434783,""
"V46","All","Pielou","water_pH",-0.6,0.241666666666667,0.42439024390244,""
"V47","All","Coverage","water_pH",0.428571428571429,0.419444444444444,0.616326530612244,""
"V48","All","PD","water_pH",-0.828571428571429,0.0583333333333333,0.321739130434783,""
"V49","All","Observed","water_salinity",0.771428571428571,0.102777777777778,0.321739130434783,""
"V50","All","Chao1","water_salinity",0.828571428571429,0.0583333333333333,0.321739130434783,""
"V51","All","se.chao1","water_salinity",0.0285714285714286,1,1,""
"V52","All","ACE","water_salinity",0.828571428571429,0.0583333333333333,0.321739130434783,""
"V53","All","se.ACE","water_salinity",0.771428571428571,0.102777777777778,0.321739130434783,""
"V54","All","Shannon","water_salinity",0.828571428571429,0.0583333333333333,0.321739130434783,""
"V55","All","Simpson","water_salinity",-0.257142857142857,0.658333333333333,0.740625,""
"V56","All","InvSimpson","water_salinity",-0.257142857142857,0.658333333333333,0.740625,""
"V57","All","Fisher","water_salinity",0.771428571428571,0.102777777777778,0.321739130434783,""
"V58","All","Pielou","water_salinity",0.657142857142857,0.175,0.35,""
"V59","All","Coverage","water_salinity",-0.314285714285714,0.563888888888889,0.688135593220339,""
"V60","All","PD","water_salinity",0.6,0.241666666666667,0.42439024390244,""
"V61","All","Observed","water_temperature",0.6,0.241666666666667,0.42439024390244,""
"V62","All","Chao1","water_temperature",0.428571428571429,0.419444444444444,0.616326530612244,""
"V63","All","se.chao1","water_temperature",-0.371428571428571,0.497222222222222,0.617241379310345,""
"V64","All","ACE","water_temperature",0.428571428571429,0.419444444444444,0.616326530612244,""
"V65","All","se.ACE","water_temperature",0.6,0.241666666666667,0.42439024390244,""
"V66","All","Shannon","water_temperature",0.714285714285714,0.136111111111111,0.35,""
"V67","All","Simpson","water_temperature",-0.142857142857143,0.802777777777778,0.862686567164179,""
"V68","All","InvSimpson","water_temperature",-0.142857142857143,0.802777777777778,0.862686567164179,""
"V69","All","Fisher","water_temperature",0.6,0.241666666666667,0.42439024390244,""
"V70","All","Pielou","water_temperature",0.771428571428571,0.102777777777778,0.321739130434783,""
"V71","All","Coverage","water_temperature",0.257142857142857,0.658333333333333,0.740625,""
"V72","All","PD","water_temperature",0.371428571428571,0.497222222222222,0.617241379310345,""
