"","by_group","Taxa","Env","Correlation","Pvalue","AdjPvalue","Significance"
"V52","All","ACE","water_salinity",0.0857142857142857,0.919444444444444,0.919444444444444,""
"V53","All","se.ACE","water_salinity",0.314285714285714,0.563888888888889,0.738181818181818,""
"V54","All","Shannon","water_salinity",0.542857142857143,0.297222222222222,0.636993761342047,""
"V55","All","Simpson","water_salinity",0.6,0.241666666666667,0.636993761342047,""
"V56","All","InvSimpson","water_salinity",0.6,0.241666666666667,0.636993761342047,""
"V57","All","Fisher","water_salinity",0.0857142857142857,0.919444444444444,0.919444444444444,""
"V58","All","Pielou","water_salinity",0.657142857142857,0.175,0.636993761342047,""
"V59","All","Coverage","water_salinity",-0.257142857142857,0.658333333333333,0.817291329841151,""
"V60","All","PD","water_salinity",0.142857142857143,0.802777777777778,0.919444444444444,""
"V61","All","Observed","water_temperature",0.0857142857142857,0.919444444444444,0.919444444444444,""
"V62","All","Chao1","water_temperature",0.0857142857142857,0.919444444444444,0.919444444444444,""
"V63","All","se.chao1","water_temperature",0.2,0.713888888888889,0.856666666666667,""
"V64","All","ACE","water_temperature",0.0857142857142857,0.919444444444444,0.919444444444444,""
"V65","All","se.ACE","water_temperature",0.314285714285714,0.563888888888889,0.738181818181818,""
"V66","All","Shannon","water_temperature",0.371428571428571,0.497222222222222,0.675471698113207,""
"V67","All","Simpson","water_temperature",0.6,0.241666666666667,0.636993761342047,""
"V68","All","InvSimpson","water_temperature",0.6,0.241666666666667,0.636993761342047,""
"V69","All","Fisher","water_temperature",0.0857142857142857,0.919444444444444,0.919444444444444,""
"V70","All","Pielou","water_temperature",0.542857142857143,0.297222222222222,0.636993761342047,""
"V71","All","Coverage","water_temperature",-0.2,0.713888888888889,0.856666666666667,""
"V72","All","PD","water_temperature",-0.142857142857143,0.802777777777778,0.919444444444444,""
