"","by_group","Taxa","Env","Correlation","Pvalue","AdjPvalue","Significance"
"V42","All","Shannon","sed_orgN",-0.657142857142857,0.175,0.515953534563521,""
"V43","All","Simpson","sed_orgN",-0.714285714285714,0.136111111111111,0.515953534563521,""
"V44","All","InvSimpson","sed_orgN",-0.714285714285714,0.136111111111111,0.515953534563521,""
"V45","All","Fisher","sed_orgN",-0.657142857142857,0.175,0.515953534563521,""
"V46","All","Pielou","sed_orgN",-0.714285714285714,0.136111111111111,0.515953534563521,""
"V47","All","Coverage","sed_orgN",0.142857142857143,0.802777777777778,0.945714285714285,""
"V48","All","PD","sed_orgN",-0.428571428571429,0.419444444444444,0.789705882352941,""
"V49","All","Observed","sed_P",0.371428571428571,0.497222222222222,0.789705882352941,""
"V50","All","Chao1","sed_P",0.371428571428571,0.497222222222222,0.789705882352941,""
"V51","All","se.chao1","sed_P",0.0857142857142857,0.919444444444444,0.945714285714285,""
"V52","All","ACE","sed_P",0.371428571428571,0.497222222222222,0.789705882352941,""
"V53","All","se.ACE","sed_P",0.371428571428571,0.497222222222222,0.789705882352941,""
"V54","All","Shannon","sed_P",0.371428571428571,0.497222222222222,0.789705882352941,""
"V55","All","Simpson","sed_P",0.371428571428571,0.497222222222222,0.789705882352941,""
"V56","All","InvSimpson","sed_P",0.371428571428571,0.497222222222222,0.789705882352941,""
"V57","All","Fisher","sed_P",0.371428571428571,0.497222222222222,0.789705882352941,""
"V58","All","Pielou","sed_P",0.257142857142857,0.658333333333333,0.89974024477331,""
"V59","All","Coverage","sed_P",-0.0857142857142857,0.919444444444444,0.945714285714285,""
"V60","All","PD","sed_P",0.257142857142857,0.658333333333333,0.89974024477331,""
"V61","All","Observed","sed_K",0.257142857142857,0.658333333333333,0.89974024477331,""
"V62","All","Chao1","sed_K",0.257142857142857,0.658333333333333,0.89974024477331,""
"V63","All","se.chao1","sed_K",-0.0857142857142857,0.919444444444444,0.945714285714285,""
"V64","All","ACE","sed_K",0.257142857142857,0.658333333333333,0.89974024477331,""
"V65","All","se.ACE","sed_K",0.257142857142857,0.658333333333333,0.89974024477331,""
"V66","All","Shannon","sed_K",0.257142857142857,0.658333333333333,0.89974024477331,""
"V67","All","Simpson","sed_K",0.657142857142857,0.175,0.515953534563521,""
"V68","All","InvSimpson","sed_K",0.657142857142857,0.175,0.515953534563521,""
"V69","All","Fisher","sed_K",0.257142857142857,0.658333333333333,0.89974024477331,""
"V70","All","Pielou","sed_K",0.428571428571429,0.419444444444444,0.789705882352941,""
"V71","All","Coverage","sed_K",0.0857142857142857,0.919444444444444,0.945714285714285,""
"V72","All","PD","sed_K",-0.0285714285714286,1,1,""
"V73","All","Observed","sed_sand",0.428571428571429,0.419444444444444,0.789705882352941,""
"V74","All","Chao1","sed_sand",0.428571428571429,0.419444444444444,0.789705882352941,""
"V75","All","se.chao1","sed_sand",0.371428571428571,0.497222222222222,0.789705882352941,""
"V76","All","ACE","sed_sand",0.428571428571429,0.419444444444444,0.789705882352941,""
"V77","All","se.ACE","sed_sand",0.428571428571429,0.419444444444444,0.789705882352941,""
"V78","All","Shannon","sed_sand",0.428571428571429,0.419444444444444,0.789705882352941,""
"V79","All","Simpson","sed_sand",0.0857142857142857,0.919444444444444,0.945714285714285,""
"V80","All","InvSimpson","sed_sand",0.0857142857142857,0.919444444444444,0.945714285714285,""
"V81","All","Fisher","sed_sand",0.428571428571429,0.419444444444444,0.789705882352941,""
"V82","All","Pielou","sed_sand",0.485714285714286,0.355555555555556,0.789705882352941,""
"V83","All","Coverage","sed_sand",-0.371428571428571,0.497222222222222,0.789705882352941,""
"V84","All","PD","sed_sand",0.542857142857143,0.297222222222222,0.713333333333333,""
"V85","All","Observed","sed_silt",0.0910765111078374,0.863762970020258,0.945714285714285,""
"V86","All","Chao1","sed_silt",0.0910765111078374,0.863762970020258,0.945714285714285,""
"V87","All","se.chao1","sed_silt",0.151794185179729,0.774057503165657,0.945714285714285,""
"V88","All","ACE","sed_silt",0.0910765111078374,0.863762970020258,0.945714285714285,""
"V89","All","se.ACE","sed_silt",0.0910765111078374,0.863762970020258,0.945714285714285,""
"V90","All","Shannon","sed_silt",0.0910765111078374,0.863762970020258,0.945714285714285,""
"V91","All","Simpson","sed_silt",0.394664881467296,0.438739251517016,0.789705882352941,""
"V92","All","InvSimpson","sed_silt",0.394664881467296,0.438739251517016,0.789705882352941,""
"V93","All","Fisher","sed_silt",0.0910765111078374,0.863762970020258,0.945714285714285,""
"V94","All","Pielou","sed_silt",-0.151794185179729,0.774057503165657,0.945714285714285,""
"V95","All","Coverage","sed_silt",-0.151794185179729,0.774057503165657,0.945714285714285,""
"V96","All","PD","sed_silt",-0.0303588370359458,0.954475734693563,0.972484710819857,""
"V97","All","Observed","sed_clay",-0.617914380653325,0.191093901690193,0.515953534563521,""
"V98","All","Chao1","sed_clay",-0.617914380653325,0.191093901690193,0.515953534563521,""
"V99","All","se.chao1","sed_clay",-0.64733887497015,0.164624594681378,0.515953534563521,""
"V100","All","ACE","sed_clay",-0.617914380653325,0.191093901690193,0.515953534563521,""
"V101","All","se.ACE","sed_clay",-0.617914380653325,0.191093901690193,0.515953534563521,""
"V102","All","Shannon","sed_clay",-0.617914380653325,0.191093901690193,0.515953534563521,""
"V103","All","Simpson","sed_clay",-0.29424494316825,0.571370461575255,0.881542997858965,""
"V104","All","InvSimpson","sed_clay",-0.29424494316825,0.571370461575255,0.881542997858965,""
"V105","All","Fisher","sed_clay",-0.617914380653325,0.191093901690193,0.515953534563521,""
"V106","All","Pielou","sed_clay",-0.500216403386025,0.312256581318608,0.733124147443688,""
"V107","All","Coverage","sed_clay",0.64733887497015,0.164624594681378,0.515953534563521,""
"V108","All","PD","sed_clay",-0.735612357920625,0.0956107807382796,0.515953534563521,""
