"","by_group","Taxa","Env","Correlation","Pvalue","AdjPvalue","Significance"
"V74","All","Chao1","sed_sand",-0.302824410537719,0.33868990778029,0.508034861670435,""
"V75","All","se.chao1","sed_sand",0.2464849853214,0.439943113216354,0.612744757841575,""
"V76","All","ACE","sed_sand",-0.302824410537719,0.33868990778029,0.508034861670435,""
"V77","All","se.ACE","sed_sand",-0.542266967707079,0.068541124715913,0.29778387491461,""
"V78","All","Shannon","sed_sand",-0.577479108467279,0.0492695933839818,0.280058741340528,""
"V79","All","Simpson","sed_sand",-0.795794381180519,0.00196228561624226,0.0353211410923607,"*"
"V80","All","InvSimpson","sed_sand",-0.795794381180519,0.00196228561624226,0.0353211410923607,"*"
"V81","All","Fisher","sed_sand",-0.352121407601999,0.261643428135117,0.453161820902242,""
"V82","All","Pielou","sed_sand",-0.633818533683599,0.0268907007358238,0.249902354983827,""
"V83","All","Coverage","sed_sand",-0.169314539286754,0.59884872674568,0.666759407098283,""
"V84","All","PD","sed_sand",-0.429588117274439,0.163398620808563,0.339366366294708,""
"V85","All","Observed","sed_silt",0.556351824011159,0.0603000255410738,0.29778387491461,""
"V86","All","Chao1","sed_silt",0.500012398794839,0.0978449601809507,0.29778387491461,""
"V87","All","se.chao1","sed_silt",-0.0281697126081599,0.930749393226466,0.939447985686526,""
"V88","All","ACE","sed_silt",0.500012398794839,0.0978449601809507,0.29778387491461,""
"V89","All","se.ACE","sed_silt",0.584521536619319,0.0459320424968569,0.280058741340528,""
"V90","All","Shannon","sed_silt",0.535224539555039,0.0729392408466441,0.29778387491461,""
"V91","All","Simpson","sed_silt",0.422545689122399,0.171175951984002,0.342351903968004,""
"V92","All","InvSimpson","sed_silt",0.422545689122399,0.171175951984002,0.342351903968004,""
"V93","All","Fisher","sed_silt",0.556351824011159,0.0603000255410738,0.29778387491461,""
"V94","All","Pielou","sed_silt",0.535224539555039,0.0729392408466441,0.29778387491461,""
"V95","All","Coverage","sed_silt",-0.0564381797622514,0.861697351268292,0.87795579185826,""
"V96","All","PD","sed_silt",0.436630545426479,0.155848725260584,0.333488102047183,""
"V97","All","Observed","sed_clay",0.214036405275864,0.504145718664832,0.626992111070696,""
"V98","All","Chao1","sed_clay",0.182457263513851,0.570327038576317,0.641617918398357,""
"V99","All","se.chao1","sed_clay",-0.308773830561902,0.328803940100449,0.50729750758355,""
"V100","All","ACE","sed_clay",0.182457263513851,0.570327038576317,0.641617918398357,""
"V101","All","se.ACE","sed_clay",0.435090397609952,0.157480492633392,0.333488102047183,""
"V102","All","Shannon","sed_clay",0.522810235837765,0.0811566213313913,0.29778387491461,""
"V103","All","Simpson","sed_clay",0.82105768581233,0.00106095857789533,0.0286458816031739,"*"
"V104","All","InvSimpson","sed_clay",0.82105768581233,0.00106095857789533,0.0286458816031739,"*"
"V105","All","Fisher","sed_clay",0.214036405275864,0.504145718664832,0.626992111070696,""
"V106","All","Pielou","sed_clay",0.589477312890903,0.0436812592951689,0.280058741340528,""
"V107","All","Coverage","sed_clay",0.237258714389469,0.457783168723628,0.612744757841575,""
"V108","All","PD","sed_clay",0.340352972323914,0.279020729233724,0.470847480581909,""
