Phylum	Class	Order	Family	contribution	n_asvs	n_ecs	n_samples	top_genus	pct
Verrucomicrobiota	Lentisphaeria	Lentisphaerales	Lentisphaeraceae	33	1	7	1	Lentisphaera	0
Acidobacteriota	Unclassified	Unclassified	Unclassified	33	1	8	1	Unclassified	0
Chloroflexota	Gitt-GS-136	Unclassified	Unclassified	33	1	7	1	Unclassified	0
Acidobacteriota	Blastocatellia	Elev-16S-573	Unclassified	32	1	7	1	Unclassified	0
Bacillota	Bacilli	Erysipelotrichales	Erysipelotrichaceae	32	3	1	3	Culicoidibacter	0
Patescibacteria	Gracilibacteria	JGI_0000069-P22	Unclassified	31.5	2	9	2	Unclassified	0
Pseudomonadota	Gammaproteobacteria	Methylococcales	Methylomonadaceae	31.5	1	7	1	Methylomarinum	0
Verrucomicrobiota	Lentisphaeria	Victivallales	Arctic95B-14	30	1	8	1	Unclassified	0
Chloroflexota	TK17	Unclassified	Unclassified	30	1	6	1	Unclassified	0
Patescibacteria	Berkelbacteria	Unclassified	Unclassified	29	2	7	2	Unclassified	0
Verrucomicrobiota	Verrucomicrobiia	Chthoniobacterales	Xiphinematobacteraceae	28	1	5	1	Candidatus_Xiphinematobacter	0
Pseudomonadota	Alphaproteobacteria	Thalassobaculales	Nisaeaceae	28	1	6	1	Nisaea	0
Chloroflexota	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	28	3	6	2	Unclassified	0
Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	28	1	7	1	Bacteroides	0
Elusimicrobiota	Elusimicrobia	Lineage_IV	Unclassified	28	1	8	1	Unclassified	0
Bacillota	Clostridia	Oscillospirales	[Eubacterium]_coprostanoligenes_group	28	2	3	2	Unclassified	0
Thermotogota	Thermotogae	Petrotogales	Petrotogaceae	28	1	3	1	SC103	0
Verrucomicrobiota	Kiritimatiellia	113B434	Unclassified	27	3	7	2	Unclassified	0
Patescibacteria	Microgenomatia	Candidatus_Curtissbacteria	Unclassified	27	1	4	1	Unclassified	0
Actinomycetota	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	26.25	1	5	2	Bifidobacterium	0
Bacillota	Clostridia	Eubacteriales	Anaerofustaceae	25	1	3	2	Anaerofustis	0
Pseudomonadota	Gammaproteobacteria	EV818SWSAP88	Unclassified	24	2	6	2	Unclassified	0
Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwiniaceae	24	1	7	1	Unclassified	0
WOR-1	Unclassified	Unclassified	Unclassified	24	1	7	1	Unclassified	0
Actinomycetota	Actinobacteria	Propionibacteriales	Unclassified	24	1	7	1	Unclassified	0
Verrucomicrobiota	Lentisphaeria	P.palmC41	Unclassified	24	1	6	1	Unclassified	0
Cyanobacteriota	Vampirivibrionia	Vampirovibrionales	Vampirovibrionaceae	22	1	7	1	Unclassified	0
Patescibacteria	ABY1	Candidatus_Buchananbacteria	Unclassified	22	1	5	1	Unclassified	0
Patescibacteria	Microgenomatia	Candidatus_Roizmanbacteria	Unclassified	22	1	5	1	Unclassified	0
Pseudomonadota	Gammaproteobacteria	Burkholderiales	SC-I-84	21	1	9	1	Unclassified	0
Pseudomonadota	Alphaproteobacteria	Pelagibacterales	Clade_II	21	2	5	2	Unclassified	0
Verrucomicrobiota	Lentisphaeria	Victivallales	SBYX-4944	21	1	6	1	Unclassified	0
Chloroflexota	Dehalococcoidia	JdFR-54	Unclassified	20	1	7	1	Unclassified	0
Verrucomicrobiota	Lentisphaeria	Oligosphaerales	Oligosphaeraceae	20	1	8	1	Unclassified	0
Pseudomonadota	Alphaproteobacteria	Micropepsales	Micropepsaceae	20	1	7	1	Unclassified	0
Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	19.5	1	6	1	Prevotella	0
Pseudomonadota	Gammaproteobacteria	Francisellales	Francisellaceae	18.97	2	6	2	Francisella	0
Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Litorivicinaceae	18	1	7	1	Litorivicinus	0
Cyanobacteriota	Vampirivibrionia	Gastranaerophilales	Gastranaerophilaceae	18	3	3	3	Unclassified	0
Pseudomonadota	Alphaproteobacteria	Emcibacterales	Emcibacteraceae	16.5	1	7	1	Emcibacter	0
Pseudomonadota	Gammaproteobacteria	WN-HWB-116	Unclassified	16	1	6	1	Unclassified	0
Bacillota	Bacilli	Bacillales	Marinococcaceae	16	1	5	2	Marinococcus	0
Bacillota	Bacilli	Staphylococcales	Staphylococcaceae	16	1	5	1	Aliicoccus	0
Bacillota	Thermovenabulia	Thermovenabulales	Unclassified	16	1	5	1	Unclassified	0
Actinomycetota	Unclassified	Unclassified	Unclassified	15	1	9	1	Unclassified	0
Chloroflexota	Chloroflexia	Kallotenuales	AKIW781	14	1	7	1	Unclassified	0
Planctomycetota	Brocadiae	Brocadiales	Brocadiaceae	14	1	8	1	Candidatus_Kuenenia	0
Bacillota	Clostridia	Peptostreptococcales-Tissierellales	Unclassified	14	1	4	1	JTB215	0
Thermodesulfobacteriota	Desulfuromonadia	Bradymonadales	Bradymonadaceae	13.5	1	6	1	Bradymonas	0
Acidobacteriota	Acidobacteriae	TSBb06	Unclassified	13	1	7	1	Unclassified	0
Pseudomonadota	Gammaproteobacteria	Enterobacterales	Psychromonadaceae	13	1	7	1	Psychromonas	0
Acidobacteriota	Acidobacteriae	Subgroup_2	Unclassified	12	1	6	1	Unclassified	0
Pseudomonadota	Gammaproteobacteria	Burkholderiales	Unclassified	12	1	8	1	Unclassified	0
Verrucomicrobiota	Unclassified	Unclassified	Unclassified	12	1	8	1	Unclassified	0
Actinomycetota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	12	1	3	1	Collinsella	0
Bacillota	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	12	1	1	4	Thomasclavelia	0
Actinomycetota	Actinobacteria	Streptosporangiales	Unclassified	11.39	1	7	1	Unclassified	0
Patescibacteria	Parcubacteria	Candidatus_Colwellbacteria	Unclassified	11	1	5	1	Unclassified	0
Patescibacteria	Parcubacteria	Candidatus_Jorgensenbacteria	Unclassified	11	1	5	1	Unclassified	0
Dependentiae	Babeliae	Babeliales	Babeliaceae	11	1	8	1	Unclassified	0
Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	10	1	7	1	Limnobacter	0
Verrucomicrobiota	Verrucomicrobiia	Chthoniobacterales	Chthoniobacteraceae	9	1	7	1	LD29	0
Bacillota	Unclassified	Unclassified	Unclassified	9	1	7	1	Unclassified	0
Chloroflexota	Unclassified	Unclassified	Unclassified	9	1	5	1	Unclassified	0
Pseudomonadota	Gammaproteobacteria	Salinisphaerales	Nevskiaceae	9	1	6	1	Unclassified	0
Asgardarchaeota	Lokiarchaeia	Odinarchaeales	Unclassified	9	1	7	1	LCB-4	0
Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	9	1	6	1	Tautonia	0
Planctomycetota	Phycisphaerae	MSBL9	KCLunmb-38-53	8	1	4	1	Unclassified	0
Pseudomonadota	Alphaproteobacteria	Pelagibacterales	Clade_III	8	1	5	1	Unclassified	0
Fibrobacterota	Chitinivibrionia	Chitinivibrionales	Chitinivibrionaceae	7	1	4	1	possible_genus_03	0
Fusobacteriota	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	6	1	4	1	Hypnocyclicus	0
Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Rubidibacteraceae	4.5	1	6	1	Dactylococcopsis_PCC-8305	0
Bacillota	Bacilli	Alicyclobacillales	Alicyclobacillaceae	4.2	1	6	1	Tumebacillus	0
Bacillota	Bacilli	Bacillales	Planococcaceae	2.7	1	6	1	Lysinibacillus	0
Bacillota	Negativicutes	Acidaminococcales	Acidaminococcaceae	2.25	1	5	1	Unclassified	0
Pseudomonadota	Gammaproteobacteria	eub62A3	Unclassified	2	1	1	1	Unclassified	0
Bacillota	Bacilli	Lactobacillales	Enterococcaceae	0.8	1	4	1	Tetragenococcus	0
